"I haven't read the book of this and based on this adaptation, will not bother. I hated every character in this show - Miranda was slutty, selfish and mumbled miserably through the appalling dialogue, her sister was a total wimp, and this was the worst depiction of manic-depression I have ever seen. I have a degree in Psychology, and this was not accurate. In fact, until it was mentioned, I did not realise Troy was supposed to be bipolar - I thought he was a normal, slightly grumpy teenager.<br /><br />The only saving grace in this stupid show was David Tennant, whose brilliantly psychotic performance was the only thing that got me to watch the second half. <br /><br />Clearly the writers and producers of this show have not done any research - Troy's mental problems are not remotely accurate, nor are the forensics involved in the ""twist"" ending (and if you did not spot that a mile off, you are a big ole dummy!) <br /><br />Utter garbage.",negative
"this could be one of the worse movies i've ever seen. i don't see how could this ever be described as a horror movie, or even a thriller? its more like a lumbering drama. the scary music is EXCELLENT but since there weren't any scary situations the director thought it would be a good idea to use it for everyday activities like taking a dump or walking down stairs. the movie had so much potential. they had beautiful cinematography (sp?) and interesting characters, but it seemed as if the writers assumed you already knew them. they would undergo peculiar activities without explanation or even a clue at what they meant. this is simply one of those movies that says its about one thing and it something totally different.",negative
"When commenting on this film, one must realise that it is based on a true story, and must therefore be reviewed for the quality and accuracy of it's portrayal of the events, as well as its entertainment value. It may well be implausible that Jack Shepherd should surrender twice to Jack Wild because Wild had captured Edgeworth Bess. None the less, it happened. It must also be noted that the director was young and inexperienced, which explains why he relied upon tried and tested techniques. There were occasions when Clavell did not have the confidence to follow the script as written. The film would be better if he had. And yes, I used to have a copy of the script (Stanley Baker's copy - one of five), which I returned recently to my father, Rafe Newhouse, the writer.",positive
"If you really have to watch this movie because your girlfriend is in a romantic mood, let it be boy. But prepare yourself by bringing your hp if it comes with a radio.<br /><br />After having watched such a good movie as Arisan (2003), it is terrible to see what they come up with again in Indonesia. It seems that the only idea is to make money, but no one seems seriously to work on the image of Indonesia in the world of entertainment. That it is a 'global' world doesn't seem to come up in the minds of those who make movies in Indonesia. And since the Indonesian public swallows everything that is presented to them as 'Made in Indonesia' with a flavor of the west, they get away with it.<br /><br />OK, the story is nice to begin with. And it could have developed into a nice flick. But did the director never think about the fact that a musical needs first of all live music OR at least good playback, and secondly good choreography? In this movie, the playback is SO BAD that it makes you wanna cry right there in the cinema. Every single word you hear is followed seconds LATER by the actor or whoever sing playback, and it is extremely annoying while watching the movie.<br /><br />The choreography is as if they planned to make a movie about morning gymnastics, but in the end thought it would be nice to turn it into a musical... They only forgot to change the choreography. It is hardly dancing you see, they jump here and there, throw their legs up in the air, and that is about it.<br /><br />Well, at least there's a happy ending.... But if you can convince your girlfriend that a nice candlelight dinner is much more romantic, DO SO!",negative
"Each year the company called Nu produces couple of ""action packed"", ""full of suspense"" movies. This little nugget, called Shadowcaster III(Until I visited this site I wasn't avare this is a whole trilogy), is a great example of the good job the company is doing. Frank Zagarino is as mean as always and does a great job as almost undestructable(?), schizophrenic(??) android. I won't waste any more words since I don't want to reveal the terrific plot and ruin you a couple of great laughs.<br /><br />Rating 2/10 (Revard for those hard working tehnicians. Man, putting together this kind of rubbish must be nervewracking.)",negative
"One of low budget horror schlockmeister actor, John Carradine's more animated roles as a implied Nazi scientist, who is turning humans into zombies to serve the Reich. Mindless scuffling brain dead, only able to obey the most simple of orders....bit like staff in McDonalds.<br /><br />Hitler isn't mentioned by name, since America wasn't at war at the time they was filmed, but it's pretty obvious who the bad guys are working for!<br /><br />There seems to be two types of zombies in film, the traditional voodoo type popular in the old black & white films of the 1930's and '40's. Blank eyed and just following the commands of someone else as they stumble along. And then there is the type we know from later films like 'The Night of the Living Dead' and 'The Evil Dead.' Still roaming about but with only the intention to kill and eat the flesh and brains of their victims. Both have their moments in various movies over the years. <br /><br />'Revenge' features the former zombie type, although, these are particularly goofy looking and would look more at home in an old time freak shows as geeks as they bite the heads off chickens. One black zombie named Lazarus with his wild hair, looks like a young Don King.<br /><br />As to the plot, the evil doctor decides to make his wife a zombie along with the others and that's where he makes his mistake. Even though he lets her keep her strappy heels as a nice womanly touch as he turns her into one of the living dead, she's not happy about it.<br /><br />It all goes horribly wrong and ends in tears, and the moral of the tale must be, never, ever, turn your wife into a zombie, it's just asking for trouble....<br /><br />The film is interesting enough and it quickly rolls along to a finish, but never rises above it's poverty row origins. Not a patch on any true zombie classics but fun just the same.",negative
"This exploration of a unique decade in US cinema begins with the fall of one ailing, out-of-touch empire and culminates with the unstoppable rise of another, equally associated with escapism and box office receipts. Meet the new boss, same as the old boss. Or, as Peter Fonda observed in Easy Rider, ""We blew it."" In between, from Bonnie And Clyde to Star Wars, the young Turks (some under the guerrilla tutelage of Roger Corman) were creeping under the wires to produce some of the greatest artworks of the 20th century. While the story is already familiar from Peter Biskind's Easy Riders, Raging Bulls directors Demme and LaGravenese are less concerned with muckraking than in providing a platform for the filmmakers and stars themselves.<br /><br />Everyone from Martin Scorsese to Francis Ford Coppola and Julie Christie is interviewed and a roster of well edited clips places the decade in a socio-cultural and economic context. If their responses are self-congratulatory (to say the least), they're also highly quotable, funny and revealing, making this something of a cinephile's wet dream. Director William Friedkin reveals how the original The Exorcist poster was to feature a little girl's hand holding a bloodied crucifix and the legend 'For God's sake, help her"", before he complained. Former Warner Bros.' head John Calley recalls that when he first saw Robert De Niro in Mean Streets he assumed Scorsese had secured a psychopath's day release for the shoot.<br /><br />Happily, a certain amount of hard perspective has crept into the mix, as might be hoped from a politically motivated, consciousness-expanded generation; Hopper stresses ""there's a lot of real crap in there too"". Julie Christie observes that 1970s US cinema was ""not a good time for women"". But if Demme responds with a spoonful of sops to women's movies - brief clips of Alice Doesn't Live Here Anymore, They Shoot Horses, Don't They and Klute - we're soon dragged back to the usual male wall-pissing contests.<br /><br />The shift from tough, socially-conscious film-making to no-risk crowd-pleasers like Jaws for 'Nam-weary, fantasy-craving audiences is also documented, though a little rushed. But kudos too, for the inclusion of lesser-sung, but equally relevant films like Panic In Needle Park and Joe. ""We weren't handsome,"" muses Bruce Dern on his contemporaries. ""But we were f****** interesting.""",positive
"The film shows relations of the dying mother, and the son, who is very attached to her, and definitely loves her. What does it show? It shows their living in very poor conditions. It shows how tenderly they ""walk"" (really he is bringing her). But what do we see further? After their promenade he walks alone at the same places, where they walked together. It is not possible. A person, who love and care about another dying one, would do everything to make the life of this one better. He would not have a free minute to ponder, to be alone with oneself, and if he finds a few minutes a month for that, he would run away from the places where he has usually to be. Another thing. The author devoted this film to Andrey Tarkovsky. We see he learned many Tarkovsky's visual effects. But in Sokurov's film they are only effects, they do not support any senses or mood. Someone has compared this film with ""Mirror"" (""Zerkalo""). There is nothing common except these visual effects. ""Mirror"" is a great film and this one is just poor imitation.",negative
"This movie is very violent, yet exciting with original dialog and cool characters. It has one of the most moving stories and is very true to life. The movie start off with action star Leo Fong as a down and out cop who is approaching the end of his career, when he stumbles on to a big case that involves corruption, black mail and murder. This is where the killings start. From start finish Fong delivers in this must see action caper. This movie also co-stars Richard Roundtree.<br /><br />I really enjoyed this film as a child but as I got older I realized that this film is pretty cheesy and not very good. I would not recommend this film and the action is very, very bad.",negative
"This is the kind of film for a snowy Sunday afternoon when the rest of the world can go ahead with its own business as you descend into a big arm-chair and mellow for a couple of hours. Wonderful performances from Cher and Nicolas Cage (as always) gently row the plot along. There are no rapids to cross, no dangerous waters, just a warm and witty paddle through New York life at its best. A family film in every sense and one that deserves the praise it received.",positive
"First of all this is one of the worst soft-core straight to cable ""erotic thriller"" I've ever seen in my life. Of course, like all erotic thrillers are want to do, it's about a brothel madam and is set in a brothel. This, of course, makes the softcore simulated sex that pops up every other 10 minutes seem ""in context."" Whatever.<br /><br />Forget for one moment that this was never meant to win any awards. The actors are terrible and their line reading made me cringe. The woman who plays the female cop is so bad it's beyond description. She must be a really REALLY good friend of the guys who put up the movie for this terrible adventure, if you know what I mean.<br /><br />The production values are only slightly higher than porn. Other than that? I suppose if you're really drunk and you need something to laugh at, this would be a perfect film. And if that's the case, I recommend fast forwarding to all the scenes with the female cop. What's that accent, Brooklyn? Hilarious!",negative
"This is an excellent film. The aerial scenes were well-done. It was also the right balance of war and love. The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.""",positive
"Firetrap is yet again another bad action film about a guy who- yada yada yada- and happy endings and fire, and burning, and overacting, and bad suspense, and predictable, and ------------------- just don't see.<br /><br />(Dean Cain got stuck playing Superman on Lois and Clark and can't get any good roles anymore. So i don't know if he is a good or bad actor.<br /><br />This isn't good.<br /><br />Why can't anybody stop that bad people who keep making these things? AI swear they just s*** them out on a conveyor belt and hope they are good. They need to make a guy whose job is to just burn the movies that look bad, just have a bucket of carosine next to him and dump the cases in. Then at the end of each day light it and go home.",negative
"I have seen this show when I was younger. It is a really good show to watch. It is very educational for children 1 to 8 years old. Barney is definitely super DE duper. B.J. is pretty funny. Babie Bop is very cute. The kids are very cool too. This show is about learning about numbers kinda like sesame street but different type of show and characters like Barney the purple dinosaur, B.J. the yellow dinosaur with a baseball hat on his head, and Baby Bop the cute green dinosaur with a pink bow. The first one that started was very old Barney and Friends show. But then the second one was different to be new episodes. Also the last one in the 2000 was new scene of Barney's park. They also have a show of Barney at Universal Studios in Florida where you see Barney, B.J., and Baby Bop and then when the show is done you get to go play, shop and meet Barney. It's a very good show watch this show when you learn about many things you will like it the movie, and the live show at Universal Studios Florida.",positive
"We do not come across movies on brother-sister relationship in Indian cinema, or any other language or medium. This relationship has several aspects which have not been exploited in movies or novels. Typically, a sister is depicted as a pile-on who can be used for ransom in the climax. This movie treats the subject in an entirely different light.<br /><br />It is inspired by George Eliot's novel ""The Mill on the Floss"". The brother is very prosaic, all-good, the blue-eyed boy who is a conventionally good son and a favorite with his mother. The sister is romantic, wild and defiant of the unwritten rules of the society. In spite of this, the love of the brother-sister is the winner.<br /><br />This movie is about the love of the two siblings who are separated in childhood and revival of the same feeling when they meet years later. It is also the quest of the subdued brother to reunite with his sister who has chosen to be wild to defy the world.<br /><br />Although the movie and the novel are set about 3 centuries apart in two distant countries, yet the sentiments are the same and still hold true.",positive
"Brando plays the ace jet pilot, just back from shooting MiGs down in the Korean War. On leave, he discovers his Madame Butterfly, falls in love. The lovers both see the folly of racism and the cruelty which conservative cultural norms can bring to human relations.<br /><br />This film is an excellent romance with a nice twist which rejects the racist, conservative standards, dominant at the time it was made in 1957. ""Sayonara"" will make you laugh and cry. Beware though, sometimes the musical background will make you wish it was not there, although, Irving Berlin's title song will entice your memory for a very long time after your theatre lights come on again.",positive
"The inspiring story of Carl Brashear (Cuba Gooding, Jr.), a black man who grew up in poverty in Kentucky and then joined the US Navy, aspiring to be the first black Master Diver in Navy history. We are shown the series of struggles from boyhood on that Brashear has to overcome to make his dream come true (and then to keep it alive.) Not the least of the challenges was Master Diver Bill Sunday (Robert DeNiro), the head trainer at the diving school the Navy sends Brashear to, who is not especially sympathetic to Brashear's goals, but who ultimately becomes an unlikely friend and supporter.<br /><br />This is a good movie; fast paced and with a lot of action, although not an ""action"" pic in the normal sense of the word. There's a very human story here as well, and an interesting study of racism and the struggle to overcome it; there's also a sense of the struggle that took place in the 1960's between older and younger naval officers (the ""old navy"" vs the ""new navy."") The performances are quite good - particularly Goodings'. I thought DeNiro was perhaps a bit over the top in his portrayal of Sunday (although, who knows, Sunday might well have been this extreme kind of loose cannon) and the portrayal of Sunday's wife Gwen (by Charlize Theron) also made me question whether these parts were ""jazzed up"" to provide entertainment value.<br /><br />A good movie, though. I never once wondered if it was worth tuning into.<br /><br />7/10",positive
"I had the honor this evening to see a screening of the movie ""These Girls"" at the Philadelphia Film Festival. Going into the movie, I knew very little about it and just took a chance on it because the film's plot sounded interesting. So as I entered the theater just hours ago I wondered what the final verdict would be thumbs up or thumbs down.<br /><br />""These Girls"" is the story about three best friends from a small town. Keira (Caroline Dhavernas) is the ringleader who basically doesn't know what to do with her life after High School but her father keeps pushing her to go to college which is something she doesn't want to do. Lisa (Holly Lewis) will be going away to a Christian school after the summer. And finally, Glory (Amanda Walsh) who plans on spending her summer babysitting. But this summer is going to be a special one as they all blackmail Keith Clark (David Boreanaz) the sexy older hunk who they baby-sit for. Fun times and a lot of laughs ensue <br /><br />I normally don't like movies like ""These Girls"" but there is something about this movie that I really liked. I think the quality I liked most about it was that it seemed rather realistic. Three girls who want to explore their sexuality pick a hunky guy who lets all of them have sex with him only to be blackmailed by them later. It's a pretty funny tale about growing up, friendship and sex but even though it sounds pretty cheesy I can see majority of this film happening in real life.<br /><br />The subject matter here is probably a main reason why this film didn't get a mainstream release in the United States. All the girls in this film are suppose to be under 18 which if I remember correctly two of them are 17 and one is 16. Now in the USA even though underage sex occurs on a daily basis many production or finance companies won't finance a film like this because of the sexual content. This information was actually confirmed by the director himself John Hazlett at the Q&A after the film. The thing that gets me is that the sex scenes in this film aren't graphic and the nudity is minor. Not to mention that all the actresses in this film are way over 18 in real life. Go figure.<br /><br />What the movie does best is it provides a lot of laughs as well as very strong characters. I liked all the characters in this movie and each character seemed to have a ""Now & Then"" characteristic to them. The jokes were funny because they were cleverly written not because they were dirty or over the top. Everything seemed to flow together nicely both the comedy and the drama. The script was very strong.<br /><br />The acting was very good for the most part. I thought all the three girls were great. Caroline Dhavernas who also starred in one of the most underrated television series of all time ""Wonderfalls"" was just terrific; as well as Holly Lewis and Amanda Walsh who both did a fine job as well. David Boreanaz did a good job and he looked like he was having fun while shooting most of the scenes. The guy played a pot head so it was funny seeing him play that role.<br /><br />I had the pleasure of meeting John Hazlett tonight who seemed like a very nice guy and was very appreciative of the comments made about the film. I am shocked that this movie didn't go anywhere. I think with a little marketing behind it, it could have taken off. Sadly it's going to be one of these direct to DVD films which so few will ever have the pleasure to see. I think with what little budget Mr. Hazlett had to work with, the film turned out well and I think he did a fine job directing this little gem.<br /><br />For someone who typically hates teen sex comedies I can honestly say I really enjoyed this film. The character development and witty script allowed me to sit there for an hour and a half and be amused. This is a fine comedy because it has heart and spunk to it. I know I will be sure to buy this film when it comes on DVD on May 16, 2006. If you're a fan of coming of age stories, teen sex comedies, or romantic comedies be sure to check this film out because it's one of the funniest films of its kind to be released in years.<br /><br />MovieManMenzel's final rating for ""These Girls"" is an 8/10.",positive
"I watched this movie recently mainly because I am a Huge fan of Jodie Foster's. I saw this movie was made right between her 2 Oscar award winning performances, so my expectations were fairly high. Unfortunately, I thought the movie was terrible and I'm still left wondering how she was ever persuaded to make this movie. The script is really weak. The story itself may have been somewhat believable if someone like Mel Gibson had played the role of the hit-man. The idea of Jodie running off with Dennis Hopper and his irritating accent was impossible for me to buy into. I did think that Jodie looked great throughout the movie, which was probably the only reason I watched the entire thing. Maybe parading Jodie around with as few clothes on as possible was the only reason the movie was made. I saw a TV biography of Jodie where basically all of her movies were commented on in chronological order, and this movie was the only one never mentioned. After seeing it, I can now see why.",negative
"<br /><br />When this film was released I dismissed as being lightweight pop nonsense. That was a mistake. <br /><br />After repeated viewings and seeing a documentary of the making of DIRTY DANCING, discovering the depth of this film certainly increases its appeal.<br /><br />DIRTY DANCING is a film about change. The evolving nature of relationships within the family, the changes in one's view of the world during their coming of age, etc. The story takes place during August of 1963, the final weeks of the last summer of innocence for the American people. The many personal changes experienced by the characters reflect the many changes in American society that would be marked by the Kennedy assassinations and Vietnam.<br /><br />Female movie go'ers adored this film and repeated trips to the movie houses made it the world's most successful dance movie. As a male I find the romantic pairing of ultimate stud Patrick Swayze with very plain Jennifer Grey very hard to accept. This would be fatal for most romantic dramas, and it also may have create the intense dislike expressed by most male reviewers.<br /><br />The film's soundtrack found #1 status before the release of the movie. To this day it is nearly impossible to attend a wedding reception without hearing a DIRTY DANCING song.<br /><br />Near the midpoint of the film Baby's mother wakes up and asks Baby's father, ""Is anything wrong?""<br /><br />Baby's father, the anti-change family member, attempts to keep all that is happening a secret. He tells his wife to go back to sleep. However, resist as one can, change is unstopable. DIRTY DANCING is the story of one person waking up just at the final moments of our country's last sleep in innocence.",positive
"The movie Haggard is one of the funniest movies of all time. It features the cast from CKY (the movies) and also has a GREAT soundtrack. If you have seen any CKY or Viva La Bam you will notice that everybody (from those two) are in it. Including Bam's parents and many other people.<br /><br />The story is about Ryan Dunn's girlfriend Glauren (Jennifer Rivall) cheating on him, and him trying to get back at her. He does this by having Valo (Bam) and Falcone (Dicamillo) vandalize her house. There are many different characters with many different stories.<br /><br />There is great music on the soundtrack. Bands such as Him & Her, CKY, Gnar Kill, Daniel Lioneye. Iggy and the Stooges Pop, and New Order. <br /><br />If you do not like Viva La Bam or CKY (the movies) I doubt you will like this. If you DO like that stuff...this movie is great.",positive
"Cyber zone, as this DVD was sold in Oz, is about the worst B-Grade junk I have seen. Apart from a restrained deadpan act from Singer, indicating he knew how bad the movie was going to be, the other actors sway about genuine attempts at line delivery (Swanson and Quarry) or absurd imitations of classic movies scenes. Mathius Hues makes the most ham-fisted portrayal of dying since Jim Carrey's Mask. All of this with no real thread to suggest an attempt at a spoof by genre, period or any common vein is plain annoying. Don't even try to join the dots with the plot. It is Blade Runner, thinly disguised with no content, actors or scenery due to a very limited budget. ""You gets what you pay for"" is never more apparent. There is repeatedly annoying re-use of limited sets, with no attention to set dressing and a spew of special effects that would have hit the cutting room floor for Dr Who in 1976. The Helicopter explosion is worth a rewind to demonstrate my point. Of course there are masochists that will lap up this tripe but if you are watching this movie for a bet, make sure you get more than your pay rate. At $2 this DVD will make a cheap and interesting beer coaster.",negative
"I'll start off right at the beginning by saying ""I like this movie."" It's sweeping, it's grand, it's gripping and it's fun. Sinhue the physician,sits in front of his small stone hut writing his memoirs. And what a story it is! Taken from a river and reared by an elderly couple who doted on him, he becomes a physician to the poor. He befriends Horemheb who sees glory while Sinhue sees healing. And both run into the future pharaoh Anknaten (forgive my spellings), who endures an epileptic fit.<br /><br />And this pharaoh has another ""flaw"": He believes in one god instead of a pantheon of gods. Back then, this was totally revolutionary. Sinhue and Horemheb grow up. One night, Sinhue sees a woman who makes him lose his senses. He gives up his practice, sells his parents' home and even their tombs just to spend a night with her. Does he? I won't tell. Meanwhile, Merit, a tavern maid played with sweet simplicity belying strength by Jean Simmons, falls in love with Sinhue. She falls under his spell and under the spell of the belief in one god.<br /><br />Victor Mature overacts perfectly as Horemheb. Edmond Purdom is sincere as Sinhue the lost physician (does he find redemption? Stay tuned). Even Bela Darvi, the woman who steals Sinhue's heart isn't as bad as everyone has said. The fact that she was Daryl F. Zanuck's mistress had nothing to do with the casting - right? Yeah, right...still, she wasn't that bad _ I've seen worse. I think she did better in ""The Egyptian"" than many of today's young actresses have done in anything. I said it before and I'll say it again -- I like this movie. I recommend it. It makes you think despite some hammy acting. Have fun with this movie; it's worth it.",positive
"First off, this really is my favorite film ever. I don't need to give anyone a description because every a**hole does that. I am literally obsessed with this practically bloodless, cheesy, lame effects having', boom-stick showing', badly edited, 80's metal horror masterpiece. The director (I heard) had hoped for a hit at the box office so that he could do sequels and have a FREDDY/JASON type of deal for himself. Damn, I wish that could've went down like that! The soundtrack's banging'. The acting's good....CHECK THIS MOFO OUT. and any die-hard fans out there, feel free to email and chat sometime. Midgetorgy....I can be found at YAHOO.",positive
"There is no such a thing as perfect murder.Lieutenant Columbo knows that.Ken Franklin, who is the other half of the writing team of detective stories doesn't know that.He kills his partner Jim Ferris who had plans on going solo.Now Columbo steps into the picture and asks all sorts of questions from Mr. Franklin.And returns for one more question.Columbo: Murder by the Book (1971) is directed by the young Steven Spielberg before his days of fame.Steven Bochco wrote it.Columbo is a fantastic character with his shabby look.It's hard to believe this man could solve any crime.But he could.Each and every one of them! Peter Falk is the one and only person in the world that could portray this character.So no remakes, please.This part is a very good example of how Columbo worked.Jack Cassidy plays the murderer and Martin Milner plays the victim.Rosemary Forsyth plays the victim's wife Joanna Ferris.There's something endearing in the scenes between Columbo and her.How he makes the omelet and everything.Barbara Colby plays Lilly La Sanka.She actually met a tragic fate when she died after a homicide like she does here.I've been a fan of Columbo since childhood and I still enjoy watching them.There was a break for many years that they weren't showing Columbo stories at all but now he's back.Back for one more question.",positive
"This is the fifth part of 'The Animatrix', a collection of animated short movies that tell us a little more about the world of 'The Matrix'. This time they introduce Trinity (Carrie-Anne Moss) in a story about a detective who is hired to find her. With great black and white animation and an interesting story this is again a great animated short from 'The Animatrix'.",positive
"One of my desires is to be a film-maker, and I just have to say there's no way I will be able to compete with the powerful drama The War at Home. The reason is because the acting is perfect, and when you see the movie, you'll know what I'm talking about. All I can suggest is watching it, I got so involved in it and was extremely impressed.<br /><br />Estevez's and Sheen's relationship on the screen was absolutely amazing.<br /><br />And so was his relationship with his mother (Kathy Bates). Some of the best scenes include these 2. <br /><br />As well as the relationship between Sheen and his daughter, Estevez's sister in the film.<br /><br />10/10, and definitely in my top 10. I want the DVD!",positive
"The photography is accomplished, the acting is quite good, but in virtually every other department The Greek Tycoon is a dreary bore. Taking its inspiration from the real-life love affair of Jackie Kennedy and Aristotle Onassis, the film is a glossy but absolutely empty soap opera of the kind that can be found on TV all day long. Viewers who embrace the whole ""celebrity magazine culture"" (paparazzi photographs and gossipy stories about the rich and famous) will undoubtedly find much to whet their appetite here. But those who prefer films with a bit more substance and craft and quirkiness will find the 107 minute running time a butt-numbing slog.<br /><br />American president James Cassidy (James Franciscus) and his beautiful wife Liz (Jacqueline Bisset) are in Greece on official business. A ridiculously wealthy Greek shipping tycoon, Theo Tomasis (Anthony Quinn), catches sight of Liz at a party at his elegant manor. Despite the fact that both of them are married to someone else, there is an immediate attraction between them. Later, at a private party aboard his yacht, Tomasis makes his desires known to Liz. Some while later, President Cassidy is assassinated whilst out strolling on a beach. Liz is shocked and saddened by his death, but it isn't long before she seeks comfort in the arms of her Greek lover Tomasis. Eventually the two of them are married and their love affair becomes a favourite talking point for the world's newspapers, magazines, photographers and wags.<br /><br />It is somewhat amusing to note the vigour with which the producers of this film denied that it was a dramatisation of the Kennedy-Onassis story. They wanted the film to be seen as an original story, rooted in fiction. But anyone with a brain can see from where the movie is drawing its inspiration. Even Aristotle Onassis himself knew The Greek Tycoon amounted to his love-life getting the Hollywood treatment (if rumours are to be believed, he actually had a hand in approving Anthony Quinn for the Tomasis role!) J. Lee-Thompson isn't really the right sort of director for this type of movie  he's better suited to action fodder like The Guns Of Navarone and Ice Cold In Alex  but he marshals the proceedings with an uninspired, professional adequacy. Quinn is very watchable as Tomasis; Bisset looks lovely as the object of his desires; Franciscus uses his toothy smile and a façade of integrity to make for a believable politician. Their performances are good on the surface, but there's little for the actors to do on any deeper level. Similarly, Tony Richmond's photography gives the film an elegant surface sheen as it moves from one exotic locale to the next, but the merest of scratches proves that there's nothing behind the film's glossy exterior.",negative
"Saving Grace is a nice movie to watch in a boring afternoon,when you are looking for something different than the regular scripts and wants to have some fun. I mean,the whole idea of this movie and all the marijuana in it is such a craziness! It was the first movie I watched with this theme(drugs/marijuana) that is not really criticizing it,only making jokes about it. Grace Trevethyn is a widow,who lives in a small town in U.K. and has many financial problems because of her dead husband, who committed suicide since he was full of debts. The problem is that Grace, who imagined to have some money saved for her, discovers that she needs to pay all of her husband's pounds in debts to not lose all of her things, specially her house that she loves so much. She never worked before, and is in a tragic situation until Matthew,her gardener who is very found of smoking pot, decides to make a partnership with her in selling marijuana in large scale.",positive
"Well where do we start, there was a lot of potential for this film with such big stars playing a role. But the whole story was ruined by a horrific plot. This movie did not pan out to be what i would expect, the good guy makes it out alive, i mean co mon nobody wants the good guy to be successful. The ending was cringe worthy and very cliché no thought what so ever, YOU GOT THE PLOT ALL WRONG THE BAD GUYS ARE MEANT TO COME OUT SUCCESSFUL.<br /><br />If you want to waste 1 hour and 2 minutes of your time spend it doing something else this movie was the epitome of CRAP. I really think the actors did this movie for some quick Vegas cash no doubt about it. SAVE your money watch a better movie.",negative
"""While traveling in the mountains, a man is attached by a mysterious creature that promptly departs, leaving no trace of its presence. Unbeknownst to the man, he has been attacked by a werewolf and now he's inherited the curse associated with such creatures. Now our hero must race against time to rid himself of this dreadful affliction before the next full moon,"" according to the DVD sleeve's synopsis.<br /><br />Horrifically re-produced from the original Spanish, ""The Fury of the Wolf Man"" loses whatever charms it may have possessed in its original form. Lycanthropic Paul Naschy's werewolf characterization is uneven and ineffectual. Dominatrix scientist Perla Cristal and sexy assistant Verónica Luján never get close enough to truly titillate. The often incoherent storyline isn't even ghoulishly amusing.",negative
"Of life in (some) colleges. Of course there were artistic licenses taken, but some of what you saw in this film go on in some colleges.<br /><br />I went to colleges in Southern California where the races pretty much hang around with their own. It's funny because these are schools that want racial unity, equality etc. and I can honestly say, that it's there. But the thing is when class lets out, or when they're just hanging out waiting for class, they (students) seem to just hang around with people of their own race or ethnicity. Is that bad? Not really. Everyone needs a feeling of belonging. But like the school paper of one of the schools I attended once wrote about that, ""we should all try to hang around with students of other ethnicities and try to know them."" Otherwise you're creating your own segregation.<br /><br />Racism certainly existed in one of those schools I attended. One time someone put leaflets around campus talking about the glories of the Aryan Race and had the symbols of some of those racist organizations. Fortunately, nothing happened like the incident in the movie where the young Caucasian man went off and started shooting at a multiculturalism gathering.<br /><br />I can only hope and pray that nothing like that ever will happen.<br /><br />So is ""Higher Learning"" overly dramatic? Exaggerated? Maybe. Is it way ""off mark?"" It depends on where you went to or go to school. The race thing where the ethnicities just hang around with their own DOES happen. Minus the Hollywood exaggerations, the race thing hit pretty close to home for me.",positive
"There was once someone in my family (not saying who it is because of personal reasons) who thinks that Mr Bean is always so silly in whatever he does on the comedy series. Imagine how I felt at that time. Shocked instantly.<br /><br />There are more reasons than one why I love watching Mr Bean. Being one of those earliest shows on the local television here in my country where I first grew up watching, it's just one of those things which had stuck into my head. There was even once my friends and I talked about few of the selected episodes and we just laughed together.<br /><br />It's always silly, funny and hilarious in whatever antics Rowan Atkinson as Mr Bean will do in each episode. Though lately at times it may show some of the repeats here, it never failed to bring back those childhood memories of mine. In fact, I can dare say this is the very first show which introduces me about the kind of shows which come out of the UK as I was growing up.<br /><br />The comedy series...definitely really wicked, as what the Brits may be saying.",positive
"So many wonderful actresses in one film serve as a practical invitation to the local movie house so I duly responded. Here are some remarks..<br /><br />Vanessa Redgrave is great even while lying in bed. She also looks very old and I don't think this is achieved with much make-up which is a good thing for the film but a sad thing for us cinema-goers. I think her aging got a bit harsh in recent years. Claire Danes continues her welcome return to the movies and exudes a definite warmth. Mamie Gummer's resemblance to her mother Merly Streep both in terms of physical appearance and acting style is so striking that I lost my concentration to the film for a couple of minutes after her entrance. She is surprisingly good; however such a resemblance has the danger of working against her favor. I agree with a previous comment: Natasha Richardson definitely had some plastic job done to her face. She certainly does not look like how I remember her from previous films (""Nell"" for example.) Both she and Toni Collette sadly do not make much impression partly because they do not look convincing as sisters. Their interplay is weak. Toni Collette additionally is way too old for her character. Glenn Close and Meryl Streep had to have more screen time. Streep's performance actually is little more than a cameo. Her scenes on the other hand have bigger emotional resonance than the rest of the film. Eileen Atkins provides some welcome dry wit, especially in her second role as an imaginary nighttime companion to Redgrave's character. As for the men; Hugh Dancy enlivenes the film considerably even though he gives a broader performance than needed. As a matter of fact as soon as he exits the story it starts to drag. It is also to his credit that he manages to create the exact necessary sense of boyish charm in the viewer. Patrick Wilson on the other hand is a complete void at the center of the film. He also has the misfortune that the script is insufficient in explaining why three people (one of them a man) are so much smitten by this man. The backstory to this should have been developed more.<br /><br />The cinematography is excellent as expected. However the main summer house set failed to convince me. It does not look natural on the top of that rocky hill, particularly with its grass patch in the front. A bit too cardboard like.<br /><br />Overall, the film is a classy production, but a seen-it-all-before, cried-at-it-all-before feeling took over me during most of its duration and consequently it failed to make the kind of impact on me that I expected from a tearjerker. However, it still managed to make me thoughtful about the passing of time, about one's expectations from life and the extent to which these are fulfilled or not. Worth trying at least on DVD if not at the movies...",positive
