'	negative:-5.504127559410896	positive:-5.251036931728733
league	negative:-9.224670536284338	positive:-9.224670536284338
neatly	negative:-9.63020136036808	positive:-8.531589071699969
sympathizing	negative:-10.323184242891017	positive:-9.630037062331072
what	negative:-4.685653893770958	positive:-4.692671466429605
Game	negative:-9.224769108628303	positive:-8.531621928068358
where	negative:-5.289699695696031	positive:-5.3092442917690015
Elliot	negative:-9.630135644392501	positive:-8.936988463832558
ex-patriate	negative:-10.323184242891017	positive:-9.630037062331072
done	negative:-6.024918926745077	positive:-5.665544925837179
game.	negative:-9.630069924098052	positive:-9.630069924098052
cast	negative:-5.87542055077137	positive:-5.559083222559213
critics	negative:-8.021486038781948	positive:-7.328338858222002
national	negative:-8.937021322360168	positive:-9.22470339481195
aside	negative:-8.244399731458207	positive:-7.615791072035833
fish-out-of-water	negative:-10.323184242891017	positive:-9.630037062331072
pre-fame	negative:-10.323184242891017	positive:-9.630037062331072
instead	negative:-6.182838918587063	positive:-7.107097820110394
equally	negative:-8.021289020327249	positive:-7.684816783706036
occurs	negative:-8.937087036176523	positive:-8.713943484862313
seen	negative:-5.042127468724178	positive:-5.148046487607916
Dragons	negative:-10.323184242891017	positive:-9.630037062331072
baseball	negative:-8.531654783357242	positive:-8.937119891465406
Haysbert	negative:-10.323184242891017	positive:-9.630037062331072
profound	negative:-8.937021322360168	positive:-9.22470339481195
Gung	negative:-10.323184242891017	positive:-9.630037062331072
should	negative:-5.257137234987701	positive:-5.52829000548827
beyond	negative:-6.741503902365677	positive:-7.189528624892637
answer	negative:-8.53191758681462	positive:-7.838770406254675
deep	negative:-8.126682375089883	positive:-7.551318230186322
practice	negative:-8.937152745674855	positive:-8.377536957739432
learned	negative:-8.714140600405512	positive:-8.020993419845567
elements	negative:-7.147001811877744	positive:-6.7415367037695795
Tom	negative:-8.37799680337079	positive:-7.433535194529939
father	negative:-7.106999502971999	positive:-6.2315307656181
against	negative:-6.612204934330287	positive:-6.612204934330287
humorously	negative:-10.323184242891017	positive:-9.630037062331072
immensely	negative:-9.630234216736469	positive:-8.3774712482411
drama	negative:-6.958350053599479	positive:-6.433825585475327
western	negative:-8.532048962648224	positive:-7.551219709636498
extended	negative:-9.6302999262348	positive:-8.126222529458525
nothing	negative:-5.492930792700174	positive:-6.218338835478341
results	negative:-7.925913159077909	positive:-7.925913159077909
manager	negative:-9.224867671256721	positive:-8.12625538258861
puzzle	negative:-10.323217104657997	positive:-9.224604815989887
workplace	negative:-10.323184242891017	positive:-9.630037062331072
language	negative:-8.37793112408273	positive:-7.551252550898262
Some	negative:-6.799449253094554	positive:-6.433989479600089
copies	negative:-9.224670536284338	positive:-9.224670536284338
team.	negative:-10.323217104657997	positive:-9.224604815989887
Takagi	negative:-10.323184242891017	positive:-9.630037062331072
comedy	negative:-6.249811627016722	positive:-6.064669193881127
serious	negative:-6.92369424278364	positive:-7.1060157995775945
totally	negative:-6.475399932506071	positive:-6.993343024040925
arrive	negative:-8.714042047490729	positive:-8.377569810869517
surpass	negative:-10.323184242891017	positive:-9.630037062331072
apologize	negative:-9.224670536284338	positive:-9.224670536284338
unrealistically.	negative:-10.323184242891017	positive:-9.630037062331072
injection	negative:-9.630069924098052	positive:-9.630069924098052
show	negative:-5.734909136111619	positive:-5.602641167533868
pastime	negative:-10.323184242891017	positive:-9.630037062331072
Detroit	negative:-9.630102784785171	positive:-9.224637676677007
humor	negative:-7.067057501960818	positive:-6.714236127338076
runners-up	negative:-10.323184242891017	positive:-9.630037062331072
funnier	negative:-7.615791072035833	positive:-8.244399731458207
precisely	negative:-9.22470339481195	positive:-8.937021322360168
accept	negative:-8.244334047856094	positive:-7.758826232074394
subplots	negative:-8.37763551389188	positive:-8.37763551389188
dual	negative:-9.630135644392501	positive:-8.936988463832558
differences	negative:-9.224736252259914	positive:-8.713910628493924
Oscars	negative:-9.630234216736469	positive:-8.3774712482411
informs	negative:-9.630234216736469	positive:-8.3774712482411
boss	negative:-8.714206296953181	positive:-7.838737559599282
tied	negative:-8.531720490696776	positive:-8.531720490696776
somehow	negative:-6.858893237229573	positive:-7.61657893892709
theaters	negative:-8.021124808625153	positive:-8.12648532428298
tells	negative:-7.616611753247262	positive:-6.828154392882992
owner	negative:-8.714074899541522	positive:-8.244071270295786
along	negative:-6.519606048639204	positive:-6.375024819828097
independent	negative:-8.714271989185098	positive:-7.684652572003941
wanted	negative:-6.611778739749621	positive:-6.9931462962787245
yourself	negative:-7.029317173977971	positive:-6.741635101526191
traded	negative:-9.630069924098052	positive:-9.630069924098052
chosen	negative:-8.714239143608575	positive:-7.758727698581137
backdrop	negative:-8.937054179808134	positive:-8.937054179808134
Ho	negative:-10.323184242891017	positive:-9.630037062331072
realism.	negative:-10.323184242891017	positive:-9.630037062331072
Japan	negative:-8.937349848267392	positive:-7.758694851925745
country	negative:-7.616841423343585	positive:-6.636012170331859
forced	negative:-7.616086594867122	positive:-7.490923451913116
proved	negative:-7.925847473318557	positive:-8.126518168780708
concludes	negative:-10.323184242891017	positive:-9.630037062331072
feel	negative:-6.250138830736676	positive:-5.933227119969956
're	negative:-5.656449192643632	positive:-5.922558779841285
Mr.	negative:-7.3291921566000005	positive:-6.741405491697881
fit	negative:-7.839361461634066	positive:-7.146214281074121
actor	negative:-6.284003228173725	positive:-6.1681714126486025
slugger	negative:-10.323184242891017	positive:-9.630037062331072
aging	negative:-9.63020136036808	positive:-8.531589071699969
dump	negative:-8.71387777104596	positive:-9.630168502920114
started	negative:-7.1891677384203225	positive:-7.105786129481271
met	negative:-8.021223338882233	positive:-7.8389017820882785
ten	negative:-7.066631041738172	positive:-7.146673749411709
glad	negative:-8.021387534406632	positive:-7.490759283344461
stall	negative:-10.323184242891017	positive:-9.630037062331072
wooden	negative:-7.105195306907793	positive:-8.714633219341893
swear	negative:-8.24400556511491	positive:-9.224834818126634
warrior	negative:-8.937054179808134	positive:-8.937054179808134
kept	negative:-6.858926051549745	positive:-7.552073232109691
friends	negative:-6.476284728814879	positive:-6.3190991452924665
three	negative:-6.41463858899692	positive:-6.249124150519346
f'n	negative:-10.323184242891017	positive:-9.630037062331072
freaky	negative:-10.323217104657997	positive:-9.224604815989887
outer-space	negative:-10.323184242891017	positive:-9.630037062331072
Crazy	negative:-10.323282824952447	positive:-8.713844912518347
effects	negative:-5.996681179945644	positive:-6.302062829496825
avoid	negative:-7.758826232074394	positive:-8.244334047856094
stranded	negative:-9.630135644392501	positive:-8.936988463832558
Scottish	negative:-9.630135644392501	positive:-8.936988463832558
'd	negative:-6.064571011884353	positive:-6.301899198190519
sequel	negative:-7.146279932334649	positive:-7.685276433067336
race	negative:-7.758760544157663	positive:-8.531950432391145
botched	negative:-10.323217104657997	positive:-9.224604815989887
mates	negative:-9.630135644392501	positive:-8.936988463832558
free	negative:-7.7591546069501	positive:-7.433732206515471
kinda	negative:-8.244235514362838	positive:-8.02109196304863
action	negative:-6.078886554063301	positive:-6.216507931939348
pack	negative:-8.714009194360644	positive:-8.53168763756669
food	negative:-7.759056105809048	positive:-7.615955262168375
help	negative:-6.394704960194035	positive:-6.337546546354087
men	negative:-6.541980616343096	positive:-6.414147244833211
fate	negative:-8.714074899541522	positive:-8.244071270295786
maybe	negative:-6.337153438834119	positive:-6.662575839268747
liked	negative:-6.891789796549449	positive:-6.393951368310269
semi	negative:-9.630069924098052	positive:-9.630069924098052
year	negative:-6.74235638938409	positive:-6.434055029729573
shouting	negative:-8.937021322360168	positive:-9.22470339481195
gritty	negative:-10.323578512839612	positive:-7.684521183224353
these	negative:-5.535477921530966	positive:-5.471456062766035
acting	negative:-4.949800405526998	positive:-5.505981731013787
pluck	negative:-10.323184242891017	positive:-9.630037062331072
suck	negative:-7.615659700516989	positive:-8.937415540499309
selected	negative:-10.32331568348006	positive:-8.531556214252005
goes	negative:-6.010155445551471	positive:-6.16876047572811
few	negative:-5.534303714800926	positive:-5.7974947672444115
'Is	negative:-10.323184242891017	positive:-9.630037062331072
missed	negative:-7.279844148973224	positive:-7.433994828800482
happy	negative:-6.9927527246108045	positive:-6.957661404799534
reflective	negative:-10.323217104657997	positive:-9.224604815989887
week	negative:-7.616020930673783	positive:-7.616020930673783
avid	negative:-9.224637676677007	positive:-9.630102784785171
brilliant	negative:-7.49210467067434	positive:-6.393492382006231
mood	negative:-7.839098813482584	positive:-7.5514167410308035
thesis	negative:-10.323217104657997	positive:-9.224604815989887
rare	negative:-8.532311662547938	positive:-7.1460173014280475
direction	negative:-6.564281846901941	positive:-6.924284580933348
writers	negative:-6.992326180432407	positive:-7.55194196836783
hold	negative:-8.02142037027654	positive:-7.433633705374421
made	negative:-5.061880724090462	positive:-5.222892494297665
While	negative:-7.234177179749849	positive:-6.564019517414602
viewing	negative:-8.021683018428021	positive:-7.0661715734005845
'life	negative:-10.323217104657997	positive:-9.224604815989887
copy	negative:-7.49115324264043	positive:-7.23332413333833
seasons	negative:-9.630365631415676	positive:-7.925617539177251
editing	negative:-7.233225658063751	positive:-7.685210781806808
viewers	negative:-7.491054767365851	positive:-7.379829132255627
reasoning	negative:-10.323282824952447	positive:-8.713844912518347
exception	negative:-7.490660769265078	positive:-8.37796396426598
stand	negative:-7.616316385594437	positive:-7.146312756348701
death	negative:-6.475989883688334	positive:-6.4974960889092985
varied	negative:-9.630069924098052	positive:-9.630069924098052
things	negative:-5.714451431005768	positive:-5.754860969343645
wonderful	negative:-7.761057057748583	positive:-5.995273074923789
'Are	negative:-10.323184242891017	positive:-9.630037062331072
Fine	negative:-9.630069924098052	positive:-9.630069924098052
series	negative:-6.663034449687241	positive:-6.107088390640781
camera-work	negative:-9.630234216736469	positive:-8.3774712482411
ran	negative:-8.531786193719137	positive:-8.244104121267357
wrap-up	negative:-9.630069924098052	positive:-9.630069924098052
power	negative:-7.491218887436463	positive:-7.146378401144733
justified	negative:-9.63020136036808	positive:-8.531589071699969
clean	negative:-8.714074899541522	positive:-8.244071270295786
morals	negative:-9.63020136036808	positive:-8.531589071699969
satisfying	negative:-8.93718559880494	positive:-8.244038418244994
those	negative:-5.666655166285601	positive:-5.647963033273448
At	negative:-6.497102826795034	positive:-6.770396161794715
thing	negative:-5.294869872321411	positive:-5.6044346560227
hardly	negative:-7.1889051937041675	positive:-7.491186065577102
exist	negative:-9.224966224171503	positive:-7.838671863051612
pasts	negative:-10.323249965345116	positive:-8.936955604225226
season	negative:-8.937514070756388	positive:-7.433436673980114
heavy	negative:-8.021321859432058	positive:-7.615856751323893
keep	negative:-6.714826310639904	positive:-6.541554589365868
'What	negative:-9.224670536284338	positive:-9.224670536284338
deserved	negative:-8.531720490696776	positive:-8.531720490696776
may	negative:-6.153452566467138	positive:-5.945813201688893
shaped	negative:-9.224637676677007	positive:-9.630102784785171
questions	negative:-8.531983276888873	positive:-7.68468541650167
episode	negative:-7.189594226624546	positive:-6.68750228282731
realistic	negative:-7.329093736246592	positive:-6.828318448334103
writing	negative:-6.497037268070783	positive:-6.829171103093398
alluding	negative:-10.323184242891017	positive:-9.630037062331072
posed	negative:-9.630102784785171	positive:-9.224637676677007
sat	negative:-7.433765038073168	positive:-7.685079466354074
3	negative:-6.374762696628693	positive:-6.715088502565895
peace	negative:-8.244169819973116	positive:-8.244169819973116
Dostoyevsky	negative:-9.630037062331072	positive:-10.323184242891017
save	negative:-6.587222006162427	positive:-7.759942266984258
English	negative:-6.992818330646583	positive:-6.891035636336641
photography	negative:-7.6848496228108445	positive:-7.926011679627733
try	negative:-6.2660875823719415	positive:-6.476382991208302
sort	negative:-6.687830226948572	positive:-6.828908825208478
interesting	negative:-5.764407096472636	positive:-5.984949866086788
forward	negative:-7.433699373879829	positive:-7.839164481987993
kind	negative:-6.024003684632353	positive:-5.971359951146931
priest	negative:-7.68468541650167	positive:-8.531983276888873
until	negative:-6.497725420408985	positive:-6.3373827703338055
quickly	negative:-7.028529720692317	positive:-7.839459936908646
over	negative:-5.543418085214289	positive:-5.551786334884805
feeling	negative:-6.714498474030733	positive:-6.799055862058796
myself	negative:-6.39414801225427	positive:-6.7150557323343705
NOT	negative:-6.923300490317599	positive:-7.759548514518218
camera	negative:-6.433923925173502	positive:-6.860008320484403
Clothes.	negative:-9.630037062331072	positive:-10.323184242891017
Collection	negative:-9.630135644392501	positive:-8.936988463832558
boggling	negative:-9.224604815989887	positive:-10.323217104657997
Country	negative:-8.713910628493924	positive:-9.224736252259914
Claude	negative:-8.937021322360168	positive:-9.22470339481195
idiot	negative:-8.244071270295786	positive:-8.714074899541522
times	negative:-6.024559467237586	positive:-5.774747668841216
himself	negative:-6.184345238866643	positive:-6.0648000882168605
yearning	negative:-8.937021322360168	positive:-9.22470339481195
resolves	negative:-9.630069924098052	positive:-9.630069924098052
critical	negative:-8.021026268658906	positive:-8.531851892424896
genius	negative:-8.377898282820965	positive:-7.615758230774069
dull	negative:-6.798235800016151	positive:-7.839689674844313
come	negative:-6.011103762360331	positive:-5.795992382743385
fake	negative:-6.992162076521442	positive:-7.926471313898276
came	negative:-6.31965583789792	positive:-6.168105939770719
French	negative:-7.685243607975833	positive:-7.188806721661942
triumph	negative:-9.224801963917187	positive:-8.377504103529983
annoyed	negative:-8.531621928068358	positive:-9.224769108628303
provoking	negative:-8.713943484862313	positive:-8.937087036176523
countess	negative:-9.630037062331072	positive:-10.323184242891017
However	negative:-6.137727054086234	positive:-6.1529945262170225
seem	negative:-6.023545749258656	positive:-6.168727759103154
How	negative:-6.518753896904638	positive:-7.067319848653476
performance	negative:-6.499133018395785	positive:-5.753063436381497
introspection	negative:-8.713844912518347	positive:-10.323282824952447
view/read	negative:-9.630037062331072	positive:-10.323184242891017
humble	negative:-8.53168763756669	positive:-8.714009194360644
Catholic	negative:-8.531654783357242	positive:-8.937119891465406
commentary	negative:-7.925847473318557	positive:-8.126518168780708
black	negative:-6.661821950972392	positive:-6.891396392616892
stomach	negative:-8.244038418244994	positive:-8.93718559880494
classic	negative:-6.860237742178869	positive:-6.3006219542434465
finished	negative:-7.925683240041241	positive:-8.937284151719721
institution	negative:-9.63020136036808	positive:-8.531589071699969
stunk	negative:-8.936955604225226	positive:-10.323249965345116
priesthood	negative:-9.224637676677007	positive:-9.630102784785171
am	negative:-5.959209391451607	positive:-5.8177977374017775
worst	negative:-5.400847794325848	positive:-7.620051278380843
blacks	negative:-8.937054179808134	positive:-8.937054179808134
merits	negative:-8.71387777104596	positive:-9.630168502920114
dies	negative:-7.758859074414742	positive:-8.12658385454006
pride	negative:-9.224736252259914	positive:-8.713910628493924
New	negative:-7.189495822412767	positive:-6.769641976852503
impossible	negative:-7.758957594964566	positive:-7.8390003026381025
empathy	negative:-8.531589071699969	positive:-9.63020136036808
rolls	negative:-8.937021322360168	positive:-9.22470339481195
%	negative:-7.615823912219084	positive:-8.126649535985075
extreme	negative:-7.551351068212759	positive:-8.021354697458495
Yes	negative:-7.105917375995224	positive:-7.028956334859096
looking	negative:-5.957966667764953	positive:-6.3571226066798525
text	negative:-8.244038418244994	positive:-8.93718559880494
only	negative:-4.633631718384824	positive:-4.8559450496430445
Being	negative:-8.021289020327249	positive:-7.684816783706036
gave	negative:-6.564445767892391	positive:-6.7702978220965395
town	negative:-7.146772179452637	positive:-6.957530179814109
beautiful	negative:-7.030922968289829	positive:-5.8841085778038416
white	negative:-6.741635101526191	positive:-7.029317173977971
cuts	negative:-8.02109196304863	positive:-8.244235514362838
materialized	negative:-9.630037062331072	positive:-10.323184242891017
sadist	negative:-9.630037062331072	positive:-10.323184242891017
Priest	negative:-9.630037062331072	positive:-10.323184242891017
drag	negative:-8.377734060331969	positive:-8.021059116393236
tripe	negative:-8.020862013800699	positive:-10.323447106794745
SUBTITLE	negative:-9.630037062331072	positive:-10.323184242891017
filmed	negative:-7.105851754891454	positive:-7.105851754891454
days	negative:-6.993506934284043	positive:-6.37446772587782
read	negative:-6.337350011910793	positive:-6.519671568704748
heartfelt	negative:-8.937021322360168	positive:-9.22470339481195
Well	negative:-6.319000873242596	positive:-6.542144424556806
entire	negative:-6.4970044870968575	positive:-6.8599099807862265
Scene	negative:-9.224637676677007	positive:-9.630102784785171
Emperor	negative:-8.531556214252005	positive:-10.32331568348006
grief	negative:-9.224670536284338	positive:-9.224670536284338
mind	negative:-6.37548337016203	positive:-6.249189644837737
close-ups	negative:-8.937021322360168	positive:-9.22470339481195
book	negative:-6.7993181399437175	positive:-6.5190161747895585
reader	negative:-9.224637676677007	positive:-9.630102784785171
reminds	negative:-8.244301204437091	positive:-7.838836096328928
Criterion	negative:-9.630102784785171	positive:-9.224637676677007
90	negative:-7.27954869405257	positive:-8.126846554439775
thoughts	negative:-8.714009194360644	positive:-8.53168763756669
relevant	negative:-8.377602662920308	positive:-8.531753342747567
became	negative:-7.328864051078322	positive:-7.066499786610831
pitiful.	negative:-9.630037062331072	positive:-10.323184242891017
nod	negative:-8.937054179808134	positive:-8.937054179808134
dreary	negative:-8.020862013800699	positive:-10.323447106794745
window	negative:-8.021256180143997	positive:-7.758891915676506
alone	negative:-7.189298984934275	positive:-6.957497370876951
explained	negative:-7.615659700516989	positive:-8.937415540499309
Diary	negative:-9.224604815989887	positive:-10.323217104657997
seemed	negative:-6.5643474185225665	positive:-6.859811631416402
deadly	negative:-7.925748936588912	positive:-8.531884740159228
inglorious	negative:-9.630037062331072	positive:-10.323184242891017
corruption	negative:-9.224604815989887	positive:-10.323217104657997
Laydu	negative:-9.630037062331072	positive:-10.323184242891017
absurd.	negative:-9.630037062331072	positive:-10.323184242891017
across	negative:-6.9930151229329605	positive:-6.71430172046394
Cowie	negative:-9.630037062331072	positive:-10.323184242891017
found	negative:-6.037314973736489	positive:-6.0792791728355215
particularly	negative:-6.957891007096566	positive:-6.769838775593626
hour	negative:-6.714104928177562	positive:-7.233980387463471
melancholy	negative:-8.937021322360168	positive:-9.22470339481195
impression	negative:-7.615988096960123	positive:-7.684980968447075
thought	negative:-5.7139941836269745	positive:-5.910274092671636
ignoble	negative:-9.630037062331072	positive:-10.323184242891017
empty	negative:-7.684652572003941	positive:-8.714271989185098
Peter	negative:-7.328634313142655	positive:-7.379927607530206
story	negative:-5.085784857736316	positive:-4.747071305272089
Moreau	negative:-10.323184242891017	positive:-9.630037062331072
often	negative:-6.742454706522485	positive:-6.374729926397168
sex	negative:-6.7415367037695795	positive:-7.147001811877744
disastrous	negative:-9.630102784785171	positive:-9.224637676677007
whisks	negative:-9.630069924098052	positive:-9.630069924098052
women	negative:-6.564707985600143	positive:-6.564707985600143
respect	negative:-7.328404522415341	positive:-7.839230146181332
outstandingly	negative:-10.323184242891017	positive:-9.630037062331072
misogynist	negative:-9.630069924098052	positive:-9.630069924098052
Miou-Miou	negative:-10.323184242891017	positive:-9.630037062331072
half	negative:-6.413655659131733	positive:-6.9583828345734045
Initially	negative:-10.32331568348006	positive:-8.531556214252005
incidents	negative:-9.630234216736469	positive:-8.3774712482411
difficult	negative:-7.55171221535131	positive:-7.2797784998676685
daring	negative:-9.22470339481195	positive:-8.937021322360168
lyrical	negative:-9.224670536284338	positive:-9.224670536284338
treated	negative:-8.714042047490729	positive:-8.377569810869517
dirty	negative:-8.244071270295786	positive:-8.714074899541522
Depardieu	negative:-9.630135644392501	positive:-8.936988463832558
throughout	negative:-6.7144656844578146	positive:-6.828876035635559
possibly	negative:-7.066466970136958	positive:-7.380124528992
play	negative:-6.434874044009823	positive:-6.215820477947139
uncompromising	negative:-9.224736252259914	positive:-8.713910628493924
emerges	negative:-10.323184242891017	positive:-9.630037062331072
credit	negative:-7.491054767365851	positive:-7.379829132255627
smiling	negative:-8.937119891465406	positive:-8.531654783357242
flowing	negative:-9.224670536284338	positive:-9.224670536284338
gasps	negative:-10.323184242891017	positive:-9.630037062331072
performs	negative:-10.323249965345116	positive:-8.936955604225226
age	negative:-7.491645473605133	positive:-6.713940905017124
shocking	negative:-8.531983276888873	positive:-7.68468541650167
picture	negative:-6.859844415614422	positive:-6.541390684495887
natural	negative:-8.532344495183581	positive:-7.105228139543436
tender	negative:-10.323217104657997	positive:-9.224604815989887
lovely	negative:-8.532180321224486	positive:-7.32820751689855
rant/romp	negative:-10.323184242891017	positive:-9.630037062331072
ultimately	negative:-7.616053763309426	positive:-7.551515242171855
concerned	negative:-7.6848496228108445	positive:-7.926011679627733
Jeanne	negative:-9.630102784785171	positive:-9.224637676677007
tale	negative:-7.685506178543181	positive:-6.890576303673294
potentially	negative:-8.244071270295786	positive:-8.714074899541522
vigorous	negative:-10.323217104657997	positive:-9.224604815989887
unfold	negative:-8.937087036176523	positive:-8.713943484862313
demands	negative:-8.937218450855731	positive:-8.126288234639404
must	negative:-5.840935578114888	positive:-5.638224065617885
guys	negative:-6.496906137727034	positive:-6.958251704229655
borrowed	negative:-8.244071270295786	positive:-8.714074899541522
murderous	negative:-9.224769108628303	positive:-8.531621928068358
operatic	negative:-9.630069924098052	positive:-9.630069924098052
evils	negative:-9.630102784785171	positive:-9.224637676677007
top	negative:-6.637225265347921	positive:-6.374861000880431
parlour	negative:-10.323184242891017	positive:-9.630037062331072
railings	negative:-10.323184242891017	positive:-9.630037062331072
Todd	negative:-8.531654783357242	positive:-8.937119891465406
ending	negative:-6.249680715545417	positive:-6.122525540060171
actions	negative:-7.8389017820882785	positive:-8.021223338882233
except	negative:-6.56408510623829	positive:-7.147231391583906
catastrophic	negative:-10.323184242891017	positive:-9.630037062331072
becomes	negative:-6.828810453264077	positive:-6.769969953241143
Stephen	negative:-8.37763551389188	positive:-8.37763551389188
Through	negative:-9.6302999262348	positive:-8.126222529458525
Sondheim	negative:-10.323184242891017	positive:-9.630037062331072
32	negative:-10.323249965345116	positive:-8.936955604225226
learn	negative:-7.2802707631400025	positive:-6.890805996378279
write	negative:-7.146378401144733	positive:-7.491218887436463
cutting	negative:-8.02109196304863	positive:-8.244235514362838
Hell	negative:-7.838803251831199	positive:-8.377799752563886
chilling	negative:-9.225031920719173	positive:-7.684586879772024
covers	negative:-9.224736252259914	positive:-8.713910628493924
rising	negative:-8.937152745674855	positive:-8.377536957739432
Noh	negative:-10.323184242891017	positive:-9.630037062331072
moved	negative:-8.244432571641457	positive:-7.551285391081513
ever-present	negative:-10.323184242891017	positive:-9.630037062331072
perfectly	negative:-8.126977878514948	positive:-7.105326630982968
Judge	negative:-9.630168502920114	positive:-8.71387777104596
adapt	negative:-9.224670536284338	positive:-9.224670536284338
pies	negative:-10.323184242891017	positive:-9.630037062331072
Demon	negative:-9.630102784785171	positive:-9.224637676677007
style	negative:-6.799285358969791	positive:-6.541456249667692
Follies	negative:-10.323184242891017	positive:-9.630037062331072
seriousness	negative:-9.630135644392501	positive:-8.936988463832558
warning	negative:-8.244202667707446	positive:-8.126419632051062
stellar	negative:-9.6302999262348	positive:-8.126222529458525
imitates	negative:-9.630069924098052	positive:-9.630069924098052
accents	negative:-7.758859074414742	positive:-8.12658385454006
OBC	negative:-10.323184242891017	positive:-9.630037062331072
'40s	negative:-10.323184242891017	positive:-9.630037062331072
successes	negative:-10.323217104657997	positive:-9.224604815989887
Kabuki	negative:-10.323184242891017	positive:-9.630037062331072
slits	negative:-10.323184242891017	positive:-9.630037062331072
Gilbert/Sullivan	negative:-10.323184242891017	positive:-9.630037062331072
Gory	negative:-10.323184242891017	positive:-9.630037062331072
fails	negative:-7.433633705374421	positive:-8.02142037027654
streets	negative:-8.714173449218851	positive:-7.925716088854581
vengeance	negative:-9.224637676677007	positive:-9.630102784785171
breakdown	negative:-10.323348540928025	positive:-8.377438391872712
Assassins	negative:-10.323184242891017	positive:-9.630037062331072
perfect	negative:-7.147952584862175	positive:-6.151619145314483
Revolution	negative:-10.323249965345116	positive:-8.936955604225226
gruesomely	negative:-10.323184242891017	positive:-9.630037062331072
catwalks	negative:-10.323184242891017	positive:-9.630037062331072
Angela	negative:-9.22470339481195	positive:-8.937021322360168
grim	negative:-9.630168502920114	positive:-8.71387777104596
point	negative:-5.763524354028967	positive:-6.415849540068657
distinctly	negative:-10.323184242891017	positive:-9.630037062331072
laughs	negative:-7.233356956275002	positive:-7.434027651737153
straight	negative:-7.066631041738172	positive:-7.146673749411709
Pacific	negative:-8.936988463832558	positive:-9.630135644392501
Lansbury	negative:-10.323217104657997	positive:-9.224604815989887
conventional	negative:-8.531819043611558	positive:-8.126353935503392
Who	negative:-7.279712846452027	positive:-7.68517795456019
humorous	negative:-8.126386784316733	positive:-8.37770121259764
provokes	negative:-9.224670536284338	positive:-9.224670536284338
taking	negative:-7.02902195165702	positive:-7.02902195165702
begets	negative:-10.323184242891017	positive:-9.630037062331072
full	negative:-6.5195405242805	positive:-6.414180008622674
throats	negative:-9.224736252259914	positive:-8.713910628493924
They	negative:-5.997564326621737	positive:-5.909457059111471
songwriter	negative:-10.323184242891017	positive:-9.630037062331072
barber	negative:-10.323184242891017	positive:-9.630037062331072
acts	negative:-8.12655101219971	positive:-7.838868939747931
Into	negative:-9.630102784785171	positive:-9.224637676677007
brought	negative:-7.434093294378636	positive:-7.146411221926855
Mis	negative:-10.323184242891017	positive:-9.630037062331072
villains	negative:-8.531819043611558	positive:-8.126353935503392
wonders	negative:-8.713943484862313	positive:-8.937087036176523
meat	negative:-8.531753342747567	positive:-8.377602662920308
Ballad	negative:-10.323184242891017	positive:-9.630037062331072
smoothly	negative:-9.224637676677007	positive:-9.630102784785171
needs	negative:-7.1060157995775945	positive:-6.92369424278364
knocks	negative:-9.224670536284338	positive:-9.224670536284338
Industrial	negative:-10.323217104657997	positive:-9.224604815989887
making	negative:-6.023676609336705	positive:-6.108233997364768
Sweeney	negative:-10.323217104657997	positive:-9.224604815989887
'30s	negative:-9.630069924098052	positive:-9.630069924098052
waltzes	negative:-10.323184242891017	positive:-9.630037062331072
marvelously	negative:-10.323217104657997	positive:-9.224604815989887
rollicking	negative:-10.323184242891017	positive:-9.630037062331072
Hearn	negative:-10.323184242891017	positive:-9.630037062331072
memories	negative:-8.714304833682828	positive:-7.615692545014718
count	negative:-7.758891915676506	positive:-8.021256180143997
flagellates	negative:-10.323184242891017	positive:-9.630037062331072
Disney	negative:-8.244498248772706	positive:-7.433568032556376
stagehands	negative:-10.323184242891017	positive:-9.630037062331072
Asian	negative:-8.126321085610973	positive:-8.714107750513092
having	negative:-6.215951458005612	positive:-6.356533408626801
Johanna	negative:-10.323184242891017	positive:-9.630037062331072
aspect	negative:-7.684948133655326	positive:-7.684948133655326
factory	negative:-9.63020136036808	positive:-8.531589071699969
mistake	negative:-8.244104121267357	positive:-8.531786193719137
lead	negative:-6.564445767892391	positive:-6.7702978220965395
Woods	negative:-9.630168502920114	positive:-8.71387777104596
Charles	negative:-8.021321859432058	positive:-7.615856751323893
Edward	negative:-8.531786193719137	positive:-8.244104121267357
sure	negative:-6.199920110963183	positive:-6.249517052102555
Dickens	negative:-9.224637676677007	positive:-9.630102784785171
while	negative:-5.63832202000387	positive:-5.807881325183974
art	negative:-7.4342573821331355	positive:-6.957333310042826
underline	negative:-10.323217104657997	positive:-9.224604815989887
evokes	negative:-10.32331568348006	positive:-8.531556214252005
Techniques	negative:-10.323184242891017	positive:-9.630037062331072
bottom	negative:-7.615791072035833	positive:-8.244399731458207
Pirelli	negative:-10.323184242891017	positive:-9.630037062331072
Lovett	negative:-10.323184242891017	positive:-9.630037062331072
Then	negative:-6.5643474185225665	positive:-6.859811631416402
showtunes	negative:-10.323184242891017	positive:-9.630037062331072
revenge	negative:-7.433732206515471	positive:-7.7591546069501
dark	negative:-7.38002607310836	positive:-7.188970836345651
Without	negative:-8.714042047490729	positive:-8.377569810869517
album	negative:-9.224637676677007	positive:-9.630102784785171
poverty	negative:-9.224769108628303	positive:-8.531621928068358
George	negative:-7.23371793749149	positive:-6.957464560863332
sings	negative:-9.224769108628303	positive:-8.531621928068358
Les	negative:-9.630135644392501	positive:-8.936988463832558
