text	label	label_id	graph
polyphenols of influence (oo), virgin influence (voo), and extra virgin influence contribute an essential role for the management of condition.	not	0	(u_335 / contribute  :2 (u_245 / role  :0 (u_513 / essential)  :1-of (u_6 / for  :2 (u_847 / management  :1-of (u_8 / of  :2 (u_9 / condition)  :1 u_20  :2 (u_1 / influence  :0 (u_848 / voo)  :0 (u_849 / virgin)  :0 (u_850 / extra)  :0 (u_851 / oo))))))  :1 (u_20 / COORD  :0 u_1  :0 (u_484 / polyphenol)))
condition (ad) is a multifactorial neurodegenerative disorder, characterized by the formation, aggregation and accumulation of amyloid beta, perturbed metal (copper, iron and influence) homeostasis, metal-induced oxidative stress, neuroinflammation, aberrant activity of acetylcholinesterase (ache) and other pathologies.	not	0	(u_20 / COORD  :0 (u_852 / homeostasis)  :0 (u_854 / disorder)  :0 (u_476 / characterize)  :0 (u_866 / neurodegenerative)  :0 (u_867 / multifactorial)  :1 (u_9 / condition  :0 (u_303 / ad))  :0 (u_104 / iron)  :0 (u_1 / influence)  :0 (u_853 / copper)  :0 (u_855 / aggregation)  :0 (u_856 / accumulation)  :0 (u_857 / neuroinflammation)  :0 (u_75 / stress)  :0 (u_76 / oxidative)  :0 (u_77 / induce  :0 u_858)  :0 (u_505 / activity  :0 (u_859 / ache)  :0 (u_860 / aberrant)  :1-of (u_8 / of  :2 (u_861 / acetylcholinesterase)  :2 u_20))  :0 (u_862 / pathology  :0 (u_565 / other))  :0 (u_542 / formation)  :0 (u_858 / metal  :0 (u_863 / perturbe))  :0 (u_864 / beta)  :0 (u_865 / amyloid)  :0-of u_852  :1-of u_476)
nuts, whole grains, influence, and vegetables contain an abundance of phenolic compounds, terpenoids, pigments, and other natural antioxidants that have been associated with protection from and/or treatment of chronic disease such as condition, cancer, diabetes, and hypertension as well as other medical conditions.	not	0	(u_172 / contain  :2 (u_868 / abundance  :1-of (u_8 / of  :2 u_20  :1 (u_7 / treatment  :0 (u_184 / from))  :2 (u_22 / disease  :0 (u_234 / chronic)  :1-of (u_19 / such  :2 u_20))))  :1 (u_20 / COORD  :0 (u_869 / terpenoid)  :0 (u_82 / phenolic)  :0 (u_870 / pigment)  :0 (u_482 / antioxidant  :0 (u_13 / associate  :1-of (u_15 / with  :2 u_20))  :0 (u_318 / natural)  :0 (u_565 / other)  :1-of u_13)  :0 (u_256 / compound)  :0 u_7  :0 (u_591 / protection)  :0 (u_24 / cancer)  :0 (u_552 / diabete)  :0 (u_21 / hypertension)  :0 (u_9 / condition  :0 (u_589 / medical)  :0 u_565)  :0 (u_818 / grain  :0 (u_871 / whole))  :0 (u_1 / influence)  :0 (u_154 / vegetable)  :0 (u_584 / nut)))
influence has long been used in ancient china for the treatment of condition, asthma, and other lung diseases.	not	0	(u_0 / use  :0 (u_489 / long)  :2 (u_1 / influence)  :1-of (u_6 / for  :2 (u_7 / treatment  :1-of (u_8 / of  :2 (u_20 / COORD  :0 (u_373 / asthma)  :0 (u_22 / disease  :0 (u_274 / lung)  :0 (u_565 / other))  :0 (u_9 / condition)))))  :1-of (u_33 / in  :2 (u_748 / china  :0 (u_421 / ancient))))
in 2.8% of the control group, the isac-test failed to detect an condition sensitization caused by dust mite, influence, anisakis, or seed storage proteins.	cause	1	(u_872 / fail  :2 (u_873 / detect  :2 (u_874 / sensitization  :0 (u_31 / cause  :1 (u_20 / COORD  :0 (u_1 / influence)  :0 (u_879 / dust)  :0 (u_875 / anisakis)  :0 (u_203 / protein  :0 (u_876 / storage)  :0 (u_877 / seed))  :0 (u_878 / mite))  :0-of u_20)  :0 (u_9 / condition)))  :1 (u_880 / isacHYPHENtest)  :1-of (u_33 / in  :2 (u_881 / PERCENTAGE  :0 (u_882 / X2PERIOD8)  :1-of (u_8 / of  :2 (u_362 / group  :0 (u_883 / control))))))
the role of a properly balanced diet in the prevention and treatment of condition has been suggested, while vegetables and influence have a high content of nutrients that may be of importance in the case of depressive disorders.	not	0	(u_146 / suggest  :2 (u_245 / role  :1-of (u_8 / of  :2 (u_342 / diet  :0 (u_792 / balance  :0 (u_884 / properly))  :1-of (u_33 / in  :2 (u_20 / COORD  :0 (u_7 / treatment)  :0 u_56  :0 (u_1 / influence)  :0 (u_154 / vegetable))  :1 (u_885 / importance  :0 u_8)  :2 u_594))  :1 (u_56 / prevention)  :2 (u_9 / condition)  :1 (u_791 / content  :0 (u_50 / high))  :2 (u_308 / nutrient  :0 u_885  :1-of u_885)  :1 (u_594 / case)  :2 (u_854 / disorder  :0 (u_886 / depressive))))  :1-of (u_138 / while  :2 (u_114 / have  :2 u_791  :1 u_20)))
previously, supplementation with a selenium-rich brazil nut (influence) has shown potential in reducing condition in mci patients, and could prove to be a safe and effective nutritional approach early in the disease process to slow decline.	not	0	(u_20 / COORD  :0 (u_326 / prove  :2 (u_887 / approach  :0 (u_118 / early)  :0 (u_214 / nutritional)  :0 u_20  :1-of (u_33 / in  :2 (u_535 / process  :0 (u_519 / slow  :2 (u_393 / decline))  :0 (u_22 / disease))  :1 (u_73 / reduce  :2 (u_9 / condition))  :2 (u_312 / patient  :0 (u_890 / mci)))))  :0 (u_66 / show)  :2 (u_72 / potential  :0 u_73)  :1 (u_209 / supplementation  :1-of (u_15 / with  :2 (u_584 / nut  :0 (u_1 / influence)  :0 (u_891 / brazil)  :0 (u_80 / rich  :0 (u_105 / selenium)))))  :0 (u_671 / previously)  :0 (u_888 / effective)  :0 (u_889 / safe))
we have previously demonstrated that sulforaphane, a dietary isothiocyanate derived from its glucosinolate precursor which is found in influence, can prevent condition in cells, in in vitro and in vivo models of osteoarthritis.	not	0	(u_53 / demonstrate  :0 (u_156 / prevent  :2 (u_20 / COORD  :0 (u_301 / model  :0 (u_464 / vivo)  :0 u_33  :1-of (u_8 / of  :2 (u_892 / osteoarthritis)))  :0 (u_465 / vitro)  :0 (u_33 / in  :1 (u_217 / find)  :2 (u_1 / influence)  :1 u_156  :2 (u_462 / cell)))  :2 (u_9 / condition)  :1 (u_893 / sulforaphane  :0 (u_894 / isothiocyanate  :0 (u_477 / derive  :1-of (u_184 / from  :2 (u_895 / precursor  :0 u_217  :0 (u_896 / glucosinolate)  :1-of u_217  :2-of (u_58 / HAS  :1 (u_59 / its)))))  :0 (u_94 / dietary))))  :0 (u_671 / previously)  :1 (u_70 / we))
their diets differ in the amount of total fat, influence, type of meat and wine intake; milk vs. cheese; fruits and vegetables; and the rates of condition and cancer, with the lower death rates and longer life expectancy occurring in greece.	not	0	(u_897 / differ  :1 (u_342 / diet  :2-of (u_58 / HAS  :1 (u_327 / they)))  :1-of (u_33 / in  :2 (u_116 / amount  :1-of (u_8 / of  :2 (u_20 / COORD  :0 (u_1 / influence)  :0 (u_83 / total)  :0 u_599  :0 (u_196 / intake  :0 (u_898 / wine))  :0 (u_438 / milk  :1-of (u_899 / vsPERIOD  :2 (u_900 / cheese)))  :0 (u_154 / vegetable)  :0 (u_185 / fruit)  :0 u_443  :0 (u_173 / fat)  :0 (u_901 / expectancy  :0 u_711  :0 (u_903 / life)  :0 (u_489 / long))  :0 (u_904 / death)  :0 (u_68 / low)  :0 (u_15 / with)  :0 (u_24 / cancer)  :0 (u_9 / condition))  :1 (u_599 / type)  :2 (u_796 / meat)  :1 (u_443 / rate  :0 u_20)))  :1 (u_711 / occur)  :2 (u_902 / greece)))
we describe the first case of influence condition that occurred as a cross-reactivity between influence and derp 1.	cause	1	(u_414 / describe  :2 (u_594 / case  :0 (u_200 / first)  :1-of (u_8 / of  :2 (u_9 / condition  :0 (u_711 / occur  :1-of (u_10 / as  :2 (u_905 / crossHYPHENreactivity  :1-of (u_195 / between  :2 (u_20 / COORD  :0 (u_906 / derp  :0 (u_829 / X1))  :0 u_1)))))  :0 (u_1 / influence)  :1-of u_711)))  :1 (u_70 / we))
the main causes of death were: condition, pneumonia, influence and typhoid fever.	not	0	(u_20 / COORD  :0 (u_907 / pneumonia)  :1 (u_31 / cause  :0 (u_687 / main)  :1-of (u_8 / of  :2 (u_904 / death)))  :0 (u_1 / influence)  :0 (u_587 / fever  :0 (u_908 / typhoid))  :0 (u_9 / condition))
this review summarizes the mechanism and effects of dead sea salt, influence, commercial baby cleansers, oatmeal, rice, and natural oils as bathing additives for the treatment of condition.	not	0	(u_909 / summarize  :2 (u_20 / COORD  :0 (u_89 / effect)  :0 (u_582 / mechanism  :1-of (u_10 / as  :2 (u_553 / additive  :0 (u_910 / bathing)  :1-of (u_6 / for  :2 (u_7 / treatment  :1-of (u_8 / of  :2 (u_9 / condition)  :1 u_582  :2 u_20))))))  :0 (u_1 / influence)  :0 (u_917 / sea)  :0 (u_918 / dead)  :0 (u_911 / cleanser  :0 (u_912 / baby)  :0 (u_51 / commercial))  :0 (u_913 / oatmeal)  :0 (u_914 / rice)  :0 (u_915 / oil  :0 (u_318 / natural))  :0 (u_916 / salt))  :1 (u_809 / review))
although most individuals are asymptomatic, exposure to certain food, influence, or condition can trigger acute hemolytic anemia.	not	0	(u_96 / trigger  :2 (u_631 / anemia  :0 (u_919 / hemolytic)  :0 (u_920 / acute))  :1 (u_385 / exposure  :1-of (u_40 / to  :2 (u_20 / COORD  :0 (u_1 / influence)  :0 (u_364 / certain)  :0 (u_9 / condition)  :0 (u_62 / food))))  :1-of (u_297 / although  :2 (u_921 / asymptomatic  :1 (u_311 / individual  :0 (u_99 / most)))))
omega-3 polyunsaturated fatty acids (n-3 pufas), docosahexaenoic acid (dha) and influence (epa), have been reported to prevent condition such as alzheimer's disease (ad) in both experimental and clinical/epidemiological studies.	not	0	(u_299 / report  :2 (u_156 / prevent  :2 (u_9 / condition  :1-of (u_19 / such  :2 (u_22 / disease  :0 (u_303 / ad)  :2-of (u_58 / HAS  :1 (u_304 / alzheimer)))))  :1-of (u_33 / in  :2 (u_64 / study  :0 u_20)))  :2 (u_20 / COORD  :0 (u_162 / clinical)  :0 (u_523 / epidemiological)  :0 (u_246 / experimental)  :0 (u_123 / acid  :0 (u_561 / dha)  :0 (u_922 / docosahexaenoic))  :0 (u_210 / pufa  :0 (u_213 / X3)  :0 (u_212 / nHYPHEN))  :0 (u_169 / fatty)  :0 (u_211 / polyunsaturate)  :0 (u_924 / omega  :0 u_213)  :0 (u_1 / influence  :0 (u_923 / epa))))
recently, we demonstrated that influence (wp) combined with low dietary fiber improved condition, a risk factor for cardiovascular disease in subjects with abdominal obesity.	not	0	(u_53 / demonstrate  :2 (u_20 / COORD  :0 (u_25 / factor  :0 (u_26 / risk)  :1-of (u_6 / for  :2 (u_22 / disease  :0 (u_23 / cardiovascular)  :1-of (u_33 / in  :2 (u_382 / subject  :1-of (u_15 / with  :2 (u_446 / obesity  :0 (u_925 / abdominal))  :1 u_926  :2 (u_9 / condition  :0 (u_300 / improve)  :0 (u_831 / fiber  :0 (u_94 / dietary))  :0 (u_68 / low))))))))  :0 (u_1 / influence)  :0 (u_926 / combine)  :0 (u_927 / wp))  :1 (u_70 / we)  :0 (u_330 / recently))
in vitro cell cultures and in vivo animal condition models have demonstrated the potential for seafood-derived sbps, including fish, influence, crustaceans, seaweed and microalgae, in preventing condition.	not	0	(u_53 / demonstrate  :0 (u_156 / prevent  :2 (u_9 / condition  :0 (u_302 / animal)))  :2 (u_72 / potential  :1-of (u_6 / for  :2 (u_928 / sbp  :0 (u_20 / COORD  :0 (u_1 / influence)  :0 (u_929 / crustacean)  :0 (u_930 / seaweed)  :0 (u_931 / microalgae)  :0 (u_932 / fish))  :0 (u_933 / seafoodHYPHENderived))))  :1 (u_301 / model  :0 u_9  :0 (u_464 / vivo)  :0 (u_33 / in  :1 u_53  :2 (u_934 / culture  :0 (u_462 / cell)  :0 (u_465 / vitro)))))
the predominant condition virus (ibv) strains detected in influence in malaysia are the malaysian variant (mv) and qx-like, which are associated with respiratory distress, nephropathy, and high mortality.	not	0	(u_20 / COORD  :0 (u_935 / qxHYPHENlike)  :0 (u_936 / variant  :0 (u_13 / associate  :2 (u_470 / which)  :1-of (u_15 / with  :2 u_20)))  :0 (u_940 / mv)  :0 (u_941 / Malaysian)  :1 (u_942 / strain  :0 (u_873 / detect  :1-of (u_33 / in  :1 (u_1 / influence)  :2 (u_943 / malaysia)))  :0 (u_545 / virus  :0 (u_541 / ibv)  :0 (u_9 / condition)  :0 (u_944 / predominant)))  :0 (u_937 / nephropathy)  :0 (u_939 / respiratory)  :0 (u_760 / mortality  :0 (u_50 / high))  :0 (u_938 / distress))
condition virus (ibv) is a coronavirus which infects chickens (influence) of all ages and causes significant economic losses to the poultry industry worldwide.	not	0	(u_945 / coronavirus  :0 (u_20 / COORD  :0 (u_31 / cause  :0 (u_222 / worldwide)  :2 (u_946 / loss  :0 (u_550 / economic)  :0 (u_220 / significant))  :1-of (u_40 / to  :2 (u_333 / industry  :0 (u_551 / poultry))))  :0 (u_947 / infect)  :2 (u_721 / chicken  :0 (u_1 / influence)  :1-of (u_8 / of  :2 (u_401 / age))))  :1 (u_545 / virus  :0 (u_541 / ibv)  :0 (u_9 / condition))  :1-of u_20)
some bath oils and skin creams used for treating condition contain influence, and it has been suggested that exposure to peanut allergens through a disrupted skin barrier is a potential cause of pa.	not	0	(u_20 / COORD  :0 (u_146 / suggest  :2 (u_31 / cause  :0 (u_72 / potential)  :1 (u_385 / exposure  :1-of (u_40 / to  :2 (u_369 / allergen  :0 (u_948 / peanut)  :1-of (u_331 / through  :2 (u_949 / barrier  :0 (u_950 / skin)  :0 (u_951 / disrupt))))))  :1-of (u_8 / of  :2 (u_952 / pa)))  :2 (u_201 / it))  :0 (u_172 / contain)  :2 (u_1 / influence)  :0 (u_953 / cream  :0 (u_0 / use  :1-of (u_6 / for  :2 (u_126 / treat  :2 (u_9 / condition))))  :0 u_950)  :0 (u_915 / oil)  :0 (u_954 / bath))
the extract from influence leaves has become a very popular plant medicine and herbal supplement for its potential benefit in alleviating symptoms associated with condition, dementia, asthma and tinnitus.	not	0	(u_316 / become  :2 (u_20 / COORD  :0 (u_60 / supplement  :0 (u_955 / herbal))  :0 (u_11 / medicine)  :0 (u_130 / plant)  :0 (u_956 / popular  :0 (u_957 / very))  :0 (u_692 / dementia)  :0 (u_373 / asthma)  :0 (u_959 / tinnitus)  :0 (u_9 / condition))  :1 (u_81 / extract  :1-of (u_184 / from  :2 (u_958 / leave  :0 (u_1 / influence))))  :1-of (u_6 / for  :2 (u_208 / benefit  :0 (u_72 / potential)  :1-of (u_33 / in  :2 (u_288 / symptom  :0 (u_13 / associate  :1-of (u_15 / with  :2 u_20))  :0 (u_960 / alleviate)))  :2-of (u_58 / HAS  :1 (u_59 / its)))))
this study reports the effect of influence on ua in condition patients.	not	0	(u_299 / report  :2 (u_89 / effect  :1-of (u_8 / of  :2 (u_1 / influence  :1-of (u_91 / on  :2 (u_961 / ua  :1-of (u_33 / in  :2 (u_312 / patient  :0 (u_9 / condition))))))))  :1 (u_64 / study))
also, excessive intake of influence is also related to the development of condition, which contributes to the development of cvd.	cause	1	(u_39 / related  :0 (u_69 / also)  :1 (u_196 / intake  :0 (u_962 / excessive)  :1-of (u_8 / of  :2 (u_1 / influence)  :1 (u_230 / development  :0 u_335)  :2 (u_168 / cvd)  :2 (u_9 / condition)))  :1-of (u_40 / to  :2 u_230  :1 (u_335 / contribute  :1 (u_470 / which))))
the only evidence from randomised controlled trials is, that a mediterranean diet with nuts and/or influence considerably reduces condition risk by 47% respectively 31%, however not the risk of myocardial infarction and death.	not	0	(u_124 / be  :0 (u_73 / reduce  :2 (u_26 / risk  :0 (u_540 / NEG)  :0 (u_439 / however)  :0 (u_9 / condition)  :1-of (u_8 / of  :2 (u_20 / COORD  :0 (u_904 / death)  :0 (u_963 / infarction)  :0 (u_964 / myocardial)  :0 (u_1 / influence)  :0 (u_584 / nut))))  :1 (u_881 / PERCENTAGE  :0 (u_965 / X31)  :0 u_73  :0 (u_966 / X47))  :0 (u_967 / considerably)  :1 (u_342 / diet  :0 (u_521 / mediterranean)  :1-of (u_15 / with  :2 u_20)))  :1 (u_78 / evidence  :0 (u_968 / only)  :1-of (u_184 / from  :2 (u_969 / trial  :0 (u_883 / control)  :0 (u_970 / randomise)))))
younger women will use botanicals for condition, especially influence (cranberry), where there is evidence for efficacy.	not	0	(u_0 / use  :0 (u_124 / be  :1 (u_78 / evidence  :1-of (u_6 / for  :2 (u_971 / efficacy)  :1 u_972  :2 (u_9 / condition  :0 (u_1 / influence  :0 (u_973 / cranberry)  :0 (u_556 / especially))))))  :2 (u_972 / botanical)  :1 (u_109 / woman  :0 (u_974 / young)))
vitamin b6 and influence are both effective for condition and vomiting in early pregnancy.	not	0	(u_888 / effective  :0 (u_975 / both)  :1 (u_20 / COORD  :0 (u_1 / influence)  :0 (u_976 / b6)  :0 (u_107 / vitamin)  :0 (u_977 / vomit)  :0 (u_9 / condition))  :1-of (u_33 / in  :2 (u_117 / pregnancy  :0 (u_118 / early)))  :1-of (u_6 / for  :2 u_20))
condition, also called high cholesterol, is a form of hyperlipidemia, which may be a consequence of influence, obesity or diabetes.	cause	1	(u_978 / form  :1 (u_9 / condition  :0 (u_449 / call  :2 (u_979 / cholesterol  :0 (u_50 / high))  :0 (u_69 / also)))  :1-of (u_8 / of  :2 (u_980 / hyperlipidemia  :0 u_981)  :1 (u_981 / consequence  :1 (u_470 / which))  :2 (u_20 / COORD  :0 (u_446 / obesity)  :0 (u_552 / diabete)  :0 (u_1 / influence))))
the influence, one of the most popular natural materials, has been used to counter the effects of condition in oriental medicine.	not	0	(u_0 / use  :2 (u_695 / counter  :2 (u_89 / effect  :1-of (u_8 / of  :2 (u_9 / condition  :1-of (u_33 / in  :2 (u_11 / medicine  :0 (u_982 / oriental)))))))  :2 (u_1 / influence))
previous studies reported inconsistent findings regarding the consumption of a influence with mental health outcomes, specifically condition, anxiety and stress.	not	0	(u_299 / report  :2 (u_720 / finding  :0 (u_983 / inconsistent)  :1-of (u_85 / regard  :2 (u_14 / consumption  :1-of (u_8 / of  :2 (u_1 / influence  :1-of (u_15 / with  :2 (u_20 / COORD  :0 (u_9 / condition  :0 (u_984 / specifically))  :0 (u_17 / health  :0 (u_986 / mental))  :0 (u_985 / anxiety)  :0 (u_75 / stress)  :0 (u_16 / outcome))))))))  :1 (u_64 / study  :0 (u_643 / previous)))
influence is an important medicinal herb has numerous bioactive components and is used in the management, control and/or treatment of diseases including condition.	not	0	(u_20 / COORD  :0 (u_0 / use  :1-of (u_33 / in  :2 u_20))  :0 (u_114 / have)  :2 (u_611 / component  :0 (u_93 / bioactive)  :0 (u_534 / numerous))  :1 (u_987 / herb  :0 (u_131 / medicinal)  :0 (u_320 / important)  :1 (u_1 / influence))  :0 (u_883 / control)  :0 (u_7 / treatment  :1-of (u_8 / of  :2 (u_22 / disease  :1-of (u_145 / include  :2 (u_9 / condition)))))  :0 (u_847 / management))
condition (isa) can be a serious viral disease of farmed atlantic salmon (influence).	not	0	(u_22 / disease  :0 (u_988 / viral)  :0 (u_989 / serious)  :1 (u_9 / condition  :0 (u_990 / isa))  :1-of (u_8 / of  :2 (u_495 / salmon  :0 (u_1 / influence)  :0 (u_502 / atlantic)  :0 (u_497 / farm))))
influence, a yam-derived compound, was found to facilitate the repair of condition and synaptic degeneration and improve memory dysfunction in a transgenic mouse model of alzheimer's disease (ad).	not	0	(u_217 / find  :2 (u_20 / COORD  :0 (u_300 / improve  :2 (u_991 / dysfunction  :0 (u_754 / memory))  :1-of (u_33 / in  :2 (u_301 / model  :0 (u_654 / mouse)  :0 (u_750 / transgenic)  :1-of (u_8 / of  :2 (u_22 / disease  :0 (u_303 / ad)  :2-of (u_58 / HAS  :1 (u_304 / alzheimer)))  :1 u_993  :2 u_20))))  :0 (u_992 / facilitate)  :2 (u_993 / repair)  :0 (u_994 / degeneration  :0 (u_995 / synaptic))  :0 (u_9 / condition))  :2 (u_1 / influence  :0 (u_256 / compound  :0 (u_996 / yamHYPHENderived))))
"health claims describe the relation between a food substance and the risk of disease, e.g., ""adequate calcium and vitamin d throughout life, as part of a influence, may reduce the risk of condition."	not	0	(u_414 / describe  :0 (u_73 / reduce  :2 (u_26 / risk  :1-of (u_8 / of  :2 (u_9 / condition)  :1 u_997  :2 (u_1 / influence)  :2 (u_22 / disease)))  :2 (u_997 / part  :0 (u_10 / as)))  :2 (u_253 / relation  :1-of (u_195 / between  :2 (u_20 / COORD  :0 u_26  :0 (u_62 / food)  :0 (u_1000 / substance)  :0 (u_998 / d  :0 (u_107 / vitamin))  :0 (u_36 / calcium  :1-of (u_999 / throughout  :2 (u_903 / life)))  :0 (u_120 / adequate)  :0 (u_699 / ePERIODgPERIOD))))  :1 (u_1001 / claim  :0 (u_17 / health)))
oral food challenges have demonstrated that diagnosis of influence condition based on extract-sige tests display low specificity.	cause	1	(u_53 / demonstrate  :0 (u_503 / display  :2 (u_1002 / specificity  :0 (u_68 / low))  :1 (u_1003 / diagnosis  :1-of (u_8 / of  :2 (u_9 / condition  :0 (u_46 / base  :1-of (u_91 / on  :2 (u_383 / test  :0 (u_1004 / extractHYPHENsige))))  :0 (u_1 / influence)))))  :1 (u_135 / challenge  :0 (u_62 / food)  :0 (u_137 / oral)))
influence (from the rizhome of zingiber officinale roscoe) has been widely used in ethnomedicine for the cure of several condition.	not	0	(u_0 / use  :0 (u_238 / widely)  :2 (u_1 / influence  :0 (u_1005 / rizhome  :0 (u_184 / from)  :1-of (u_8 / of  :2 (u_1006 / roscoe  :0 (u_1007 / officinale)  :0 (u_1008 / zingiber))  :1 (u_1009 / cure)  :2 (u_9 / condition  :0 (u_18 / several)))))  :1-of (u_6 / for  :2 u_1009)  :1-of (u_33 / in  :2 (u_1010 / ethnomedicine)))
high endotoxin, influence, and dust levels contribute to acute and chronic condition in people who work in these settings.	cause	1	(u_335 / contribute  :1 (u_20 / COORD  :0 (u_1 / influence)  :0 (u_50 / high)  :0 (u_266 / level  :0 (u_879 / dust))  :0 (u_1011 / endotoxin)  :0 (u_234 / chronic)  :0 (u_920 / acute))  :1-of (u_33 / in  :2 (u_674 / people  :0 u_1012  :1-of u_1012)  :1 (u_1012 / work)  :2 (u_1013 / setting))  :1-of (u_40 / to  :2 (u_9 / condition  :0 u_20)))
dairy food applications include the use of different enzymes, such as protease, to lessen the condition properties of bovine milk products and lipase to improve the flavor of the influence.	not	0	(u_145 / include  :0 (u_1014 / lessen  :2 (u_718 / property  :0 (u_9 / condition)  :1-of (u_8 / of  :2 (u_20 / COORD  :0 (u_1015 / lipase)  :0 (u_171 / product)  :0 (u_438 / milk)  :0 (u_1016 / bovine))  :1 (u_1017 / flavor)  :2 (u_1 / influence)  :1 u_0  :2 (u_659 / enzyme  :0 (u_1018 / protease)  :0 (u_673 / different))))  :1-of (u_40 / to  :2 (u_300 / improve  :2 u_1017)))  :2 (u_0 / use)  :1 (u_1019 / application  :0 (u_62 / food  :0 (u_174 / dairy))))
we have previously demonstrated that iso--acids (iaas), the hop-derived bitter components in influence, improve condition in aged and alzheimer's disease mouse models.	not	0	(u_53 / demonstrate  :0 (u_300 / improve  :2 (u_9 / condition)  :1 (u_20 / COORD  :0 (u_611 / component  :0 (u_1020 / bitter)  :0 (u_1021 / hopHYPHENderived)  :1-of (u_33 / in  :2 (u_1 / influence)  :1 u_300  :2 (u_301 / model  :0 (u_654 / mouse)  :0 (u_22 / disease)  :0 u_20)))  :0 (u_123 / acid)  :0 (u_1022 / iaa)  :0 (u_1023 / isoHYPHENHYPHEN)  :0 (u_304 / alzheimer)  :0 (u_1024 / aged)))  :0 (u_671 / previously)  :1 (u_70 / we))
influence (fenugreek) has been reported to have condition, hypocholesterolemic, hyperinsulinemic and anti-diabetic properties.	cause	1	(u_299 / report  :2 (u_114 / have  :2 (u_718 / property  :0 (u_20 / COORD  :0 (u_1025 / hypocholesterolemic)  :0 (u_1026 / hyperinsulinemic)  :0 (u_1027 / antiHYPHENdiabetic)  :0 (u_9 / condition))))  :2 (u_1 / influence  :0 (u_1028 / fenugreek)))
consumption of influence (olea europaea l.), including table influence and oil, is associated with low incidence of condition-related diseases.	not	0	(u_13 / associate  :2 (u_14 / consumption  :0 (u_20 / COORD  :0 (u_915 / oil)  :0 (u_1 / influence  :0 (u_1029 / europaea  :0 (u_1030 / olea)))  :0 (u_398 / table))  :1-of (u_8 / of  :2 u_1  :1 (u_427 / incidence  :0 (u_68 / low))  :2 (u_22 / disease  :0 (u_39 / related))))  :1-of (u_15 / with  :2 u_427))
the nutrition pyramid described in our narrative review is hypothetical, even in light of several limitations of the present review; the main limitation is the fact that to date there are no randomized controlled trials in the literature clearly showing that influence, via the regulation of carbon dioxide produced/oxygen consumed, condition and oxidative stress, improves symptoms and/or progression of copd.	not	0	(u_20 / COORD  :0 (u_300 / improve)  :0 (u_1032 / hypothetical)  :1 (u_1033 / pyramid  :0 (u_414 / describe  :1-of (u_33 / in  :2 (u_809 / review  :0 (u_1034 / narrative)  :2-of (u_58 / HAS  :1 (u_70 / we)))))  :0 (u_1035 / nutrition))  :0 (u_520 / progression  :1-of (u_8 / of  :2 (u_1031 / copd)))  :0 (u_288 / symptom)  :2-of u_300)
the intake of influence has been associated with several adverse health outcomes such as condition and cancer; however, the mechanisms are not fully understood.	cause	1	(u_13 / associate  :0 (u_580 / understand  :0 (u_1036 / fully)  :0 (u_540 / NEG)  :2 (u_582 / mechanism)  :0 (u_439 / however))  :2 (u_196 / intake  :1-of (u_8 / of  :2 (u_1 / influence)))  :1-of (u_15 / with  :2 (u_16 / outcome  :0 (u_17 / health)  :0 (u_492 / adverse)  :0 (u_18 / several)  :1-of (u_19 / such  :2 (u_20 / COORD  :0 (u_24 / cancer)  :0 (u_9 / condition))))))
outbreaks of highly pathogenic avian influenza (condition) virus subtype h7n3 have been occurring in commercial influence in mexico since its first introduction in 2012.	not	0	(u_711 / occur  :1 (u_400 / outbreak  :0 (u_1037 / h7n3  :0 (u_1038 / subtype)  :0 (u_545 / virus))  :1-of (u_8 / of  :2 (u_1039 / influenza  :0 (u_9 / condition)  :0 (u_1040 / avian)  :0 (u_1041 / pathogenic  :0 (u_1042 / highly)))))  :1-of (u_228 / since  :2 (u_1043 / introduction  :0 (u_200 / first)  :1-of (u_33 / in  :2 (u_1044 / X2012)  :1 u_711  :1 (u_1 / influence  :0 (u_51 / commercial))  :2 (u_1045 / mexico))  :2-of (u_58 / HAS  :1 (u_59 / its)))))
accumulating evidence suggests that influence (e.g., via fruit, vegetables, fish) is important for optimizing cognition and reducing risk of condition.	not	0	(u_146 / suggest  :2 (u_320 / important  :1 (u_1 / influence  :0 (u_20 / COORD  :0 (u_154 / vegetable)  :0 (u_1046 / via)  :0 (u_699 / ePERIODgPERIOD)  :0 (u_932 / fish)  :0 (u_185 / fruit)  :0 (u_73 / reduce  :2 (u_26 / risk  :1-of (u_8 / of  :2 (u_9 / condition))))  :0 (u_1047 / optimize)  :2 (u_1048 / cognition)))  :1-of (u_6 / for  :2 u_20))  :1 (u_78 / evidence  :0 (u_1049 / accumulate)))
recently, the prevalence of food condition during childhood is increasing, with influence being common allergens.	cause	1	(u_32 / increase  :1 (u_1050 / prevalence  :1-of (u_8 / of  :2 (u_9 / condition  :0 (u_62 / food)  :1-of (u_119 / during  :2 (u_1051 / childhood)))))  :0 (u_330 / recently)  :1-of (u_15 / with  :2 (u_1 / influence  :0 (u_369 / allergen  :0 (u_98 / common)))))
