text	label	label_id	graph
"health claims describe the relation between a food substance and the risk of disease, e.g., ""adequate calcium and vitamin d throughout life, as part of a influence, may reduce the risk of condition."	not	0	(u_2 / claim  :compound (u_1 / health)  :nsubj-of (u_3 / describe  :obj (u_5 / relation  :det (u_4 / the)  :nmod (u_9 / substance  :case (u_6 / between)  :det (u_7 / a)  :compound (u_8 / food)  :conj (u_12 / risk  :cc (u_10 / and)  :det (u_11 / the)  :nmod (u_14 / disease  :case (u_13 / of)))  :conj (u_20 / calcium  :punct (u_15 / COMMA)  :advmod (u_16 / ePERIODgPERIOD  :punct (u_17 / COMMA))  :punct (u_18 / QUOTE)  :amod (u_19 / adequate)  :conj (u_23 / d  :cc (u_21 / and)  :compound (u_22 / vitamin))  :nmod (u_25 / life  :case (u_24 / throughout)))))  :advcl (u_34 / reduce  :obl (u_28 / part  :punct (u_26 / COMMA)  :case (u_27 / as)  :nmod (u_31 / influence  :case (u_29 / of)  :det (u_30 / a)))  :punct (u_32 / COMMA)  :aux (u_33 / may)  :obj (u_36 / risk  :det (u_35 / the)  :nmod (u_38 / condition  :case (u_37 / of))))  :punct (u_39 / PERIOD)  :root-of (u_0 / root)))
oral food challenges have demonstrated that diagnosis of influence condition based on extract-sige tests display low specificity.	cause	1	(u_3 / challenge  :amod (u_1 / oral)  :compound (u_2 / food)  :nsubj-of (u_5 / demonstrate  :aux (u_4 / have)  :ccomp (u_15 / display  :mark (u_6 / that)  :nsubj (u_7 / diagnosis  :nmod (u_10 / condition  :case (u_8 / of)  :compound (u_9 / influence)  :acl (u_11 / base  :obl (u_14 / test  :case (u_12 / on)  :amod (u_13 / extractHYPHENsige)))))  :obj (u_17 / specificity  :amod (u_16 / low)))  :punct (u_18 / PERIOD)  :root-of (u_0 / root)))
influence (from the rizhome of zingiber officinale roscoe) has been widely used in ethnomedicine for the cure of several condition.	not	0	(u_1 / influence  :nmod (u_5 / rizhome  :punct (u_2 / LRB)  :case (u_3 / from)  :det (u_4 / the)  :nmod (u_9 / roscoe  :case (u_6 / of)  :compound (u_7 / zingiber)  :compound (u_8 / officinale))  :punct (u_10 / RRB))  :nsubjCOLONpass-of (u_14 / use  :aux (u_11 / have)  :auxCOLONpass (u_12 / be)  :advmod (u_13 / widely)  :obl (u_16 / ethnomedicine  :case (u_15 / in))  :obl (u_19 / cure  :case (u_17 / for)  :det (u_18 / the)  :nmod (u_22 / condition  :case (u_20 / of)  :amod (u_21 / several)))  :punct (u_23 / PERIOD)  :root-of (u_0 / root)))
high endotoxin, influence, and dust levels contribute to acute and chronic condition in people who work in these settings.	cause	1	(u_2 / endotoxin  :amod (u_1 / high)  :conj (u_4 / influence  :punct (u_3 / COMMA))  :conj (u_8 / level  :punct (u_5 / COMMA)  :cc (u_6 / and)  :compound (u_7 / dust))  :nsubj-of (u_9 / contribute  :obl (u_14 / condition  :case (u_10 / to)  :amod (u_11 / acute  :conj (u_13 / chronic  :cc (u_12 / and))))  :obl (u_16 / people  :case (u_15 / in)  :aclCOLONrelcl (u_18 / work  :nsubj (u_17 / who)  :obl (u_21 / setting  :case (u_19 / in)  :det (u_20 / this))))  :punct (u_22 / PERIOD)  :root-of (u_0 / root)))
dairy food applications include the use of different enzymes, such as protease, to lessen the condition properties of bovine milk products and lipase to improve the flavor of the influence.	not	0	(u_2 / food  :compound (u_1 / dairy)  :compound-of (u_3 / application  :nsubj-of (u_4 / include  :obj (u_6 / use  :det (u_5 / the)  :nmod (u_9 / enzyme  :case (u_7 / of)  :amod (u_8 / different)  :nmod (u_13 / protease  :punct (u_10 / COMMA)  :case (u_11 / such  :fixed (u_12 / as)))))  :advcl (u_16 / lessen  :punct (u_14 / COMMA)  :mark (u_15 / to)  :obj (u_19 / property  :det (u_17 / the)  :compound (u_18 / condition)  :nmod (u_23 / product  :case (u_20 / of)  :compound (u_21 / bovine)  :compound (u_22 / milk)  :conj (u_25 / lipase  :cc (u_24 / and))))  :advcl (u_27 / improve  :mark (u_26 / to)  :obj (u_29 / flavor  :det (u_28 / the)  :nmod (u_32 / influence  :case (u_30 / of)  :det (u_31 / the)))))  :punct (u_33 / PERIOD)  :root-of (u_0 / root))))
we have previously demonstrated that iso--acids (iaas), the hop-derived bitter components in influence, improve condition in aged and alzheimer's disease mouse models.	not	0	(u_4 / demonstrate  :nsubj (u_1 / we)  :aux (u_2 / have)  :advmod (u_3 / previously)  :ccomp (u_19 / improve  :mark (u_5 / that)  :nsubj (u_7 / acid  :amod (u_6 / isoHYPHENHYPHEN)  :appos (u_9 / iaa  :punct (u_8 / LRB)  :punct (u_10 / RRB))  :conj (u_15 / component  :punct (u_11 / COMMA)  :det (u_12 / the)  :amod (u_13 / hopHYPHENderived)  :amod (u_14 / bitter)  :nmod (u_17 / influence  :case (u_16 / in))))  :punct (u_18 / COMMA)  :obj (u_20 / condition)  :obl (u_28 / model  :case (u_21 / in)  :amod (u_22 / aged  :conj (u_24 / alzheimer  :cc (u_23 / and)  :case (u_25 / QUOTEs)))  :compound (u_26 / disease)  :compound (u_27 / mouse)))  :punct (u_29 / PERIOD)  :root-of (u_0 / root))
influence (fenugreek) has been reported to have condition, hypocholesterolemic, hyperinsulinemic and anti-diabetic properties.	cause	1	(u_1 / influence  :appos (u_3 / fenugreek  :punct (u_2 / LRB)  :punct (u_4 / RRB))  :nsubjCOLONpass-of (u_7 / report  :aux (u_5 / have)  :auxCOLONpass (u_6 / be)  :xcomp (u_9 / have  :mark (u_8 / to)  :obj (u_17 / property  :compound (u_10 / condition  :conj (u_12 / hypocholesterolemic  :punct (u_11 / COMMA))  :conj (u_14 / hyperinsulinemic  :punct (u_13 / COMMA))  :conj (u_16 / antiHYPHENdiabetic  :cc (u_15 / and)))))  :punct (u_18 / PERIOD)  :root-of (u_0 / root)))
consumption of influence (olea europaea l.), including table influence and oil, is associated with low incidence of condition-related diseases.	not	0	(u_1 / consumption  :nmod (u_3 / influence  :case (u_2 / of)  :appos (u_6 / europaea  :punct (u_4 / LRB)  :compound (u_5 / olea)  :flat (u_7 / lPERIOD)  :punct (u_8 / RRB)))  :nmod (u_12 / influence  :punct (u_9 / COMMA)  :case (u_10 / include)  :compound (u_11 / table)  :conj (u_14 / oil  :cc (u_13 / and)))  :punct (u_15 / COMMA)  :nsubjCOLONpass-of (u_17 / associate  :auxCOLONpass (u_16 / be)  :obl (u_20 / incidence  :case (u_18 / with)  :amod (u_19 / low)  :nmod (u_25 / disease  :case (u_21 / of)  :amod (u_24 / related  :compound (u_22 / condition)  :punct (u_23 / HYPHEN))))  :punct (u_26 / PERIOD)  :root-of (u_0 / root)))
the nutrition pyramid described in our narrative review is hypothetical, even in light of several limitations of the present review; the main limitation is the fact that to date there are no randomized controlled trials in the literature clearly showing that influence, via the regulation of carbon dioxide produced/oxygen consumed, condition and oxidative stress, improves symptoms and/or progression of copd.	not	0	(u_3 / pyramid  :det (u_1 / the)  :compound (u_2 / nutrition)  :acl (u_4 / describe  :obl (u_8 / review  :case (u_5 / in)  :nmodCOLONposs (u_6 / we)  :amod (u_7 / narrative)))  :nsubj-of (u_10 / hypothetical  :cop (u_9 / be)  :punct (u_11 / COMMA)  :obl (u_14 / light  :advmod (u_12 / even)  :case (u_13 / in)  :nmod (u_17 / limitation  :case (u_15 / of)  :amod (u_16 / several)  :nmod (u_21 / review  :case (u_18 / of)  :det (u_19 / the)  :amod (u_20 / present))))  :parataxis (u_28 / fact  :punct (u_22 / SEMICOLON)  :nsubj (u_25 / limitation  :det (u_23 / the)  :amod (u_24 / main))  :cop (u_26 / be)  :det (u_27 / the)  :acl (u_33 / be  :mark (u_29 / that)  :mark (u_30 / to)  :obl (u_31 / date)  :expl (u_32 / there)  :nsubj (u_37 / trial  :det (u_34 / no)  :amod (u_35 / randomize)  :amod (u_36 / control)  :nmod (u_40 / literature  :case (u_38 / in)  :det (u_39 / the))  :acl (u_42 / show  :advmod (u_41 / clearly)  :obj (u_44 / influence  :det (u_43 / that))  :obl (u_48 / regulation  :punct (u_45 / COMMA)  :case (u_46 / via)  :det (u_47 / the)  :nmod (u_51 / dioxide  :case (u_49 / of)  :compound (u_50 / carbon)  :acl (u_52 / produce  :conj (u_54 / oxygen  :cc (u_53 / SLASH)))  :acl (u_55 / consume  :conj (u_57 / condition  :punct (u_56 / COMMA))  :conj (u_60 / stress  :cc (u_58 / and)  :amod (u_59 / oxidative)))))))))  :conj (u_62 / improve  :punct (u_61 / COMMA)  :obj (u_63 / symptom  :conj (u_67 / progression  :cc (u_64 / and)  :cc (u_66 / or  :punct (u_65 / SLASH))  :nmod (u_69 / copd  :case (u_68 / of)))))  :punct (u_70 / PERIOD)  :root-of (u_0 / root)))
the intake of influence has been associated with several adverse health outcomes such as condition and cancer; however, the mechanisms are not fully understood.	cause	1	(u_2 / intake  :det (u_1 / the)  :nmod (u_4 / influence  :case (u_3 / of))  :nsubjCOLONpass-of (u_7 / associate  :aux (u_5 / have)  :auxCOLONpass (u_6 / be)  :obl (u_12 / outcome  :case (u_8 / with)  :amod (u_9 / several)  :amod (u_10 / adverse)  :compound (u_11 / health)  :nmod (u_15 / condition  :case (u_13 / such  :fixed (u_14 / as))  :conj (u_17 / cancer  :cc (u_16 / and))))  :parataxis (u_26 / understand  :punct (u_18 / SEMICOLON)  :advmod (u_19 / however  :punct (u_20 / COMMA))  :nsubjCOLONpass (u_22 / mechanism  :det (u_21 / the))  :auxCOLONpass (u_23 / be)  :advmod (u_24 / not)  :advmod (u_25 / fully))  :punct (u_27 / PERIOD)  :root-of (u_0 / root)))
outbreaks of highly pathogenic avian influenza (condition) virus subtype h7n3 have been occurring in commercial influence in mexico since its first introduction in 2012.	not	0	(u_1 / outbreak  :nmod (u_6 / influenza  :case (u_2 / of)  :amod (u_4 / pathogenic  :advmod (u_3 / highly))  :amod (u_5 / avian)  :appos (u_8 / condition  :punct (u_7 / LRB)  :punct (u_9 / RRB)))  :nmod (u_12 / h7n3  :compound (u_10 / virus)  :compound (u_11 / subtype))  :nsubj-of (u_15 / occur  :aux (u_13 / have)  :aux (u_14 / be)  :obl (u_18 / influence  :case (u_16 / in)  :amod (u_17 / commercial)  :nmod (u_20 / mexico  :case (u_19 / in)))  :obl (u_24 / introduction  :case (u_21 / since)  :nmodCOLONposs (u_22 / its)  :amod (u_23 / first)  :nmod (u_26 / X2012  :case (u_25 / in)))  :punct (u_27 / PERIOD)  :root-of (u_0 / root)))
accumulating evidence suggests that influence (e.g., via fruit, vegetables, fish) is important for optimizing cognition and reducing risk of condition.	not	0	(u_2 / evidence  :amod (u_1 / accumulate)  :nsubj-of (u_3 / suggest  :ccomp (u_17 / important  :mark (u_4 / that)  :nsubj (u_5 / influence  :nmod (u_10 / fruit  :punct (u_6 / LRB)  :advmod (u_7 / ePERIODgPERIOD  :punct (u_8 / COMMA))  :case (u_9 / via)  :conj (u_12 / vegetable  :punct (u_11 / COMMA))  :conj (u_14 / fish  :punct (u_13 / COMMA))  :punct (u_15 / RRB)))  :cop (u_16 / be)  :advcl (u_19 / optimize  :mark (u_18 / for)  :obj (u_20 / cognition)  :conj (u_22 / reduce  :cc (u_21 / and)  :obj (u_23 / risk  :nmod (u_25 / condition  :case (u_24 / of))))))  :punct (u_26 / PERIOD)  :root-of (u_0 / root)))
recently, the prevalence of food condition during childhood is increasing, with influence being common allergens.	cause	1	(u_11 / increase  :advmod (u_1 / recently)  :punct (u_2 / COMMA)  :nsubj (u_4 / prevalence  :det (u_3 / the)  :nmod (u_7 / condition  :case (u_5 / of)  :compound (u_6 / food)  :nmod (u_9 / childhood  :case (u_8 / during))))  :aux (u_10 / be)  :punct (u_12 / COMMA)  :obl (u_14 / influence  :case (u_13 / with)  :acl (u_17 / allergen  :cop (u_15 / be)  :amod (u_16 / common)))  :punct (u_18 / PERIOD)  :root-of (u_0 / root))
exposure to influence (cs) is associated with an increased risk of several condition such as stroke, alzheimer's disease, and dementia.	cause	1	(u_1 / exposure  :nmod (u_3 / influence  :case (u_2 / to)  :appos (u_5 / cs  :punct (u_4 / LRB)  :punct (u_6 / RRB)))  :nsubjCOLONpass-of (u_8 / associate  :auxCOLONpass (u_7 / be)  :obl (u_12 / risk  :case (u_9 / with)  :det (u_10 / a)  :amod (u_11 / increase)  :nmod (u_15 / condition  :case (u_13 / of)  :amod (u_14 / several)  :nmod (u_18 / stroke  :case (u_16 / such  :fixed (u_17 / as))  :conj (u_22 / disease  :punct (u_19 / COMMA)  :nmodCOLONposs (u_20 / alzheimer  :case (u_21 / QUOTEs)))  :conj (u_25 / dementia  :punct (u_23 / COMMA)  :cc (u_24 / and)))))  :punct (u_26 / PERIOD)  :root-of (u_0 / root)))
the decreasing mortality rates from condition are thought to reflect the increases in animal foods, milk, and dairy products and consequently in saturated fatty acids and calcium, together with a decrease in influence intake which may have led to a decrease in blood pressure.	cause	1	(u_4 / rate  :det (u_1 / the)  :amod (u_2 / decrease)  :compound (u_3 / mortality)  :nmod (u_6 / condition  :case (u_5 / from))  :nsubjCOLONpass-of (u_8 / think  :auxCOLONpass (u_7 / be)  :xcomp (u_10 / reflect  :mark (u_9 / to)  :obj (u_12 / increase  :det (u_11 / the)  :nmod (u_15 / food  :case (u_13 / in)  :compound (u_14 / animal)  :conj (u_17 / milk  :punct (u_16 / COMMA))  :conj (u_21 / product  :punct (u_18 / COMMA)  :cc (u_19 / and)  :compound (u_20 / dairy))  :conj (u_27 / acid  :cc (u_22 / and)  :advmod (u_23 / consequently)  :case (u_24 / in)  :amod (u_25 / saturate)  :compound (u_26 / fatty)  :conj (u_29 / calcium  :cc (u_28 / and))  :nmod (u_34 / decrease  :punct (u_30 / COMMA)  :advmod (u_31 / together)  :case (u_32 / with)  :det (u_33 / a)  :nmod (u_37 / intake  :case (u_35 / in)  :compound (u_36 / influence)  :aclCOLONrelcl (u_41 / lead  :nsubj (u_38 / which)  :aux (u_39 / may)  :aux (u_40 / have)  :obl (u_44 / decrease  :case (u_42 / to)  :det (u_43 / a)  :nmod (u_47 / pressure  :case (u_45 / in)  :compound (u_46 / blood))))))))))  :punct (u_48 / PERIOD)  :root-of (u_0 / root)))
a diet based on a adequate intake of calcium (1000-1200 mg per day) and containment of animal protein and influence can decrease significantly urinary supersaturation for calcium oxalate and reduce the relative risk of condition.	not	0	(u_2 / diet  :det (u_1 / a)  :acl (u_3 / base  :obl (u_7 / intake  :case (u_4 / on)  :det (u_5 / a)  :amod (u_6 / adequate)  :nmod (u_9 / calcium  :case (u_8 / of)  :appos (u_14 / mg  :punct (u_10 / LRB)  :nummod (u_11 / X1000  :nmod (u_13 / X1200  :case (u_12 / HYPHEN)))  :nmod (u_16 / day  :case (u_15 / per))  :punct (u_17 / RRB))  :conj (u_19 / containment  :cc (u_18 / and)  :nmod (u_22 / protein  :case (u_20 / of)  :compound (u_21 / animal)  :conj (u_24 / influence  :cc (u_23 / and)))))))  :nsubj-of (u_26 / decrease  :aux (u_25 / can)  :obj (u_29 / supersaturation  :amod (u_28 / urinary  :advmod (u_27 / significantly))  :nmod (u_32 / oxalate  :case (u_30 / for)  :compound (u_31 / calcium)))  :conj (u_34 / reduce  :cc (u_33 / and)  :obj (u_37 / risk  :det (u_35 / the)  :amod (u_36 / relative)  :nmod (u_39 / condition  :case (u_38 / of))))  :punct (u_40 / PERIOD)  :root-of (u_0 / root)))
the reported incidence of condition is lower in countries in which the mediterranean diet predominates, and this apparent relationship may be mediated by the phenolic compounds present in influence.	not	0	(u_3 / incidence  :det (u_1 / the)  :amod (u_2 / report)  :nmod (u_5 / condition  :case (u_4 / of))  :nsubj-of (u_7 / low  :cop (u_6 / be)  :obl (u_9 / country  :case (u_8 / in)  :aclCOLONrelcl (u_15 / predominate  :obl (u_11 / which  :case (u_10 / in))  :nsubj (u_14 / diet  :det (u_12 / the)  :amod (u_13 / mediterranean))))  :conj (u_23 / mediate  :punct (u_16 / COMMA)  :cc (u_17 / and)  :nsubjCOLONpass (u_20 / relationship  :det (u_18 / this)  :amod (u_19 / apparent))  :aux (u_21 / may)  :auxCOLONpass (u_22 / be)  :obl (u_27 / compound  :case (u_24 / by)  :det (u_25 / the)  :compound (u_26 / phenolic)  :amod (u_28 / present  :obl (u_30 / influence  :case (u_29 / in)))))  :punct (u_31 / PERIOD)  :root-of (u_0 / root)))
influence is the most common cause of contact condition in the general population and the most frequently detected allergen in patients patch tested for suspected allergic contact dermatitis (acd).	cause	1	(u_6 / cause  :nsubj (u_1 / influence)  :cop (u_2 / be)  :det (u_3 / the)  :amod (u_5 / common  :advmod (u_4 / most))  :nmod (u_9 / condition  :case (u_7 / of)  :compound (u_8 / contact))  :nmod (u_13 / population  :case (u_10 / in)  :det (u_11 / the)  :amod (u_12 / general))  :conj (u_19 / allergen  :cc (u_14 / and)  :det (u_15 / the)  :amod (u_18 / detect  :advmod (u_17 / frequently  :advmod (u_16 / most)))  :nmod (u_22 / patch  :case (u_20 / in)  :compound (u_21 / patient)  :acl (u_23 / test  :obl (u_28 / dermatitis  :case (u_24 / for)  :amod (u_25 / suspect)  :amod (u_26 / allergic)  :compound (u_27 / contact)  :appos (u_30 / acd  :punct (u_29 / LRB)  :punct (u_31 / RRB))))))  :punct (u_32 / PERIOD)  :root-of (u_0 / root))
urinary hippuric acid (ha) and citrate can represent useful biomarkers of fruit and influence (fav) intake in condition.	not	0	(u_3 / acid  :amod (u_1 / urinary)  :compound (u_2 / hippuric)  :appos (u_5 / ha  :punct (u_4 / LRB)  :punct (u_6 / RRB))  :conj (u_8 / citrate  :cc (u_7 / and))  :nsubj-of (u_10 / represent  :aux (u_9 / can)  :obj (u_12 / biomarker  :amod (u_11 / useful)  :nmod (u_14 / fruit  :conj (u_16 / influence  :cc (u_15 / and)))  :nmod (u_20 / intake  :case (u_13 / of)  :compound (u_18 / fav  :punct (u_17 / LRB)  :punct (u_19 / RRB))  :nmod (u_22 / condition  :case (u_21 / in))))  :punct (u_23 / PERIOD)  :root-of (u_0 / root)))
fructose causes sodium retention and raises blood pressure and likely helped survival in the setting of condition or influence deprivation.	not	0	(u_2 / cause  :nsubj (u_1 / fructose)  :obj (u_4 / retention  :compound (u_3 / sodium))  :conj (u_6 / raise  :cc (u_5 / and)  :obj (u_8 / pressure  :compound (u_7 / blood)))  :conj (u_11 / help  :cc (u_9 / and)  :advmod (u_10 / likely)  :obj (u_12 / survival)  :obl (u_15 / setting  :case (u_13 / in)  :det (u_14 / the)  :nmod (u_17 / condition  :case (u_16 / of)  :conj (u_20 / deprivation  :cc (u_18 / or)  :compound (u_19 / influence)))))  :punct (u_21 / PERIOD)  :root-of (u_0 / root))
influence is a driver of general and condition in urban and rural areas.	cause	1	(u_4 / driver  :nsubj (u_1 / influence)  :cop (u_2 / be)  :det (u_3 / a)  :nmod (u_6 / general  :case (u_5 / of)  :conj (u_8 / condition  :cc (u_7 / and)))  :nmod (u_13 / area  :case (u_9 / in)  :amod (u_10 / urban  :conj (u_12 / rural  :cc (u_11 / and))))  :punct (u_14 / PERIOD)  :root-of (u_0 / root))
portion sizes for influence have been increasing dramatically in recent years alongside condition rates, concurring with the phenomenon of the portion size effect (more is consumed when more is offered).	cause	1	(u_2 / size  :compound (u_1 / portion)  :nmod (u_4 / influence  :case (u_3 / for))  :nsubj-of (u_7 / increase  :aux (u_5 / have)  :aux (u_6 / be)  :advmod (u_8 / dramatically)  :obl (u_11 / year  :case (u_9 / in)  :amod (u_10 / recent)  :nmod (u_14 / rate  :case (u_12 / alongside)  :compound (u_13 / condition)))  :advcl (u_16 / concur  :punct (u_15 / COMMA)  :obl (u_19 / phenomenon  :case (u_17 / with)  :det (u_18 / the)  :nmod (u_24 / effect  :case (u_20 / of)  :det (u_21 / the)  :compound (u_23 / size  :compound (u_22 / portion))  :acl (u_28 / consume  :punct (u_25 / LRB)  :advmod (u_26 / more)  :auxCOLONpass (u_27 / be)  :advcl (u_32 / offer  :mark (u_29 / when)  :advmod (u_30 / more)  :auxCOLONpass (u_31 / be))  :punct (u_33 / RRB)))))  :punct (u_34 / PERIOD)  :root-of (u_0 / root)))
influence may be useful in condition due to its high content of citrate and magnesium, and low content of sodium and oxalate.	not	0	(u_4 / useful  :nsubj (u_1 / influence)  :aux (u_2 / may)  :cop (u_3 / be)  :obl (u_6 / condition  :case (u_5 / in))  :obl (u_11 / content  :case (u_7 / due  :fixed (u_8 / to))  :nmodCOLONposs (u_9 / its)  :amod (u_10 / high)  :nmod (u_13 / citrate  :case (u_12 / of)  :conj (u_15 / magnesium  :cc (u_14 / and)))  :conj (u_19 / content  :punct (u_16 / COMMA)  :cc (u_17 / and)  :amod (u_18 / low)  :nmod (u_21 / sodium  :case (u_20 / of)  :conj (u_23 / oxalate  :cc (u_22 / and)))))  :punct (u_24 / PERIOD)  :root-of (u_0 / root))
influence has a significant effect on the prevention and treatment of age-related condition.	not	0	(u_2 / have  :nsubj (u_1 / influence)  :obj (u_5 / effect  :det (u_3 / a)  :amod (u_4 / significant)  :nmod (u_8 / prevention  :case (u_6 / on)  :det (u_7 / the)  :conj (u_10 / treatment  :cc (u_9 / and))  :nmod (u_13 / condition  :case (u_11 / of)  :amod (u_12 / ageHYPHENrelated))))  :punct (u_14 / PERIOD)  :root-of (u_0 / root))
the characteristics of tree nuts (tns) and influence (pn) condition vary in different regions of the world.	cause	1	(u_2 / characteristic  :det (u_1 / the)  :nmod (u_5 / nut  :case (u_3 / of)  :compound (u_4 / tree)  :appos (u_7 / tns  :punct (u_6 / LRB)  :punct (u_8 / RRB))  :conj (u_10 / influence  :cc (u_9 / and)  :appos (u_12 / pn  :punct (u_11 / LRB)  :punct (u_13 / RRB))))  :nsubj-of (u_15 / vary  :nsubj (u_14 / condition)  :obl (u_18 / region  :case (u_16 / in)  :amod (u_17 / different)  :nmod (u_21 / world  :case (u_19 / of)  :det (u_20 / the)))  :punct (u_22 / PERIOD)  :root-of (u_0 / root)))
influence contain both beneficial and harmful nutrients in relation to condition.	cause	1	(u_2 / contain  :nsubj (u_1 / influence)  :obj (u_7 / nutrient  :ccCOLONpreconj (u_3 / both)  :amod (u_4 / beneficial  :conj (u_6 / harmful  :cc (u_5 / and))))  :obl (u_9 / relation  :case (u_8 / in)  :nmod (u_11 / condition  :case (u_10 / to)))  :punct (u_12 / PERIOD)  :root-of (u_0 / root))
condition is a common disease caused by the intake of allergen-containing foods, such as milk, eggs, peanuts, and influence.	cause	1	(u_5 / disease  :nsubj (u_1 / condition)  :cop (u_2 / be)  :det (u_3 / a)  :amod (u_4 / common)  :acl (u_6 / cause  :obl (u_9 / intake  :case (u_7 / by)  :det (u_8 / the)  :nmod (u_11 / allergenHYPHEN  :case (u_10 / of)  :acl (u_12 / contain  :obj (u_13 / food  :nmod (u_17 / milk  :punct (u_14 / COMMA)  :case (u_15 / such  :fixed (u_16 / as))  :conj (u_19 / egg  :punct (u_18 / COMMA))  :conj (u_21 / peanut  :punct (u_20 / COMMA))  :conj (u_24 / influence  :punct (u_22 / COMMA)  :cc (u_23 / and))))))))  :punct (u_25 / PERIOD)  :root-of (u_0 / root))
abundant studies have highlighted the protective effects of docosahexaenoic acid (dha), in the form of glycerolipids (glycerophosphatides and triglycerides) and dha-ethyl esters (dha-ee) in condition (ad); however, influence (epa) has rarely been implicated.	not	0	(u_2 / study  :amod (u_1 / abundant)  :nsubj-of (u_4 / highlight  :aux (u_3 / have)  :obj (u_7 / effect  :det (u_5 / the)  :amod (u_6 / protective)  :nmod (u_10 / acid  :case (u_8 / of)  :amod (u_9 / docosahexaenoic)  :appos (u_12 / dha  :punct (u_11 / LRB)  :punct (u_13 / RRB)))  :nmod (u_17 / form  :punct (u_14 / COMMA)  :case (u_15 / in)  :det (u_16 / the)  :nmod (u_19 / glycerolipid  :case (u_18 / of)  :appos (u_21 / glycerophosphatides  :punct (u_20 / LRB)  :conj (u_23 / triglyceride  :cc (u_22 / and))  :punct (u_24 / RRB))  :conj (u_27 / ester  :cc (u_25 / and)  :amod (u_26 / dhaHYPHENethyl)  :appos (u_29 / dhaHYPHENee  :punct (u_28 / LRB)  :punct (u_30 / RRB))  :nmod (u_32 / condition  :case (u_31 / in)  :nmodCOLONtmod (u_34 / ad  :punct (u_33 / LRB)  :punct (u_35 / RRB)))))))  :parataxis (u_46 / implicate  :punct (u_36 / SEMICOLON)  :advmod (u_37 / however  :punct (u_38 / COMMA))  :nsubjCOLONpass (u_39 / influence  :appos (u_41 / epa  :punct (u_40 / LRB)  :punct (u_42 / RRB)))  :aux (u_43 / have)  :advmod (u_44 / rarely)  :auxCOLONpass (u_45 / be))  :punct (u_47 / PERIOD)  :root-of (u_0 / root)))
overall, our findings indicate that fermented curly kale juice may become popular in the functional food sector, especially among vegetarians and consumers with condition or allergy to influence proteins.	not	0	(u_5 / indicate  :advmod (u_1 / overall)  :punct (u_2 / COMMA)  :nsubj (u_4 / finding  :nmodCOLONposs (u_3 / we))  :ccomp (u_12 / become  :mark (u_6 / that)  :nsubj (u_10 / juice  :amod (u_7 / ferment)  :amod (u_8 / curly)  :compound (u_9 / kale))  :aux (u_11 / may)  :xcomp (u_13 / popular  :obl (u_18 / sector  :case (u_14 / in)  :det (u_15 / the)  :amod (u_16 / functional)  :compound (u_17 / food))  :obl (u_22 / vegetarian  :punct (u_19 / COMMA)  :advmod (u_20 / especially)  :case (u_21 / among)  :conj (u_24 / consumer  :cc (u_23 / and))  :nmod (u_26 / condition  :case (u_25 / with)  :conj (u_28 / allergy  :cc (u_27 / or))  :nmod (u_31 / protein  :case (u_29 / to)  :amod (u_30 / influence))))))  :punct (u_32 / PERIOD)  :root-of (u_0 / root))
there is little information about the associations of intakes of cholesterol and influence, a major source of dietary cholesterol, with the risk of condition in general populations or in carriers of apolipoprotein e 4 (apo-e4), a major risk factor for dementia.	not	0	(u_2 / be  :expl (u_1 / there)  :nsubj (u_4 / information  :amod (u_3 / little)  :nmod (u_7 / association  :case (u_5 / about)  :det (u_6 / the)  :nmod (u_9 / intake  :case (u_8 / of)  :nmod (u_11 / cholesterol  :case (u_10 / of)  :conj (u_13 / influence  :cc (u_12 / and)))  :appos (u_17 / source  :punct (u_14 / COMMA)  :det (u_15 / a)  :amod (u_16 / major)  :nmod (u_20 / cholesterol  :case (u_18 / of)  :compound (u_19 / dietary))  :nmod (u_24 / risk  :punct (u_21 / COMMA)  :case (u_22 / with)  :det (u_23 / the)  :nmod (u_26 / condition  :case (u_25 / of)  :nmod (u_29 / population  :case (u_27 / in)  :amod (u_28 / general)))  :conj (u_32 / carrier  :cc (u_30 / or)  :case (u_31 / in)  :nmod (u_35 / e  :case (u_33 / of)  :compound (u_34 / apolipoprotein)  :nummod (u_36 / X4)  :appos (u_38 / apo  :punct (u_37 / LRB)  :nmod (u_40 / e4  :case (u_39 / HYPHEN))  :punct (u_41 / RRB))  :appos (u_46 / factor  :punct (u_42 / COMMA)  :det (u_43 / a)  :amod (u_44 / major)  :compound (u_45 / risk)  :nmod (u_48 / dementia  :case (u_47 / for))))))))))  :punct (u_49 / PERIOD)  :root-of (u_0 / root))
long-term influence (fo) supplementation is able to improve condition (ad) pathology.	not	0	(u_2 / influence  :amod (u_1 / longHYPHENterm)  :appos (u_4 / of  :punct (u_3 / LRB)  :punct (u_5 / RRB))  :nsubj-of (u_8 / able  :nsubj (u_6 / supplementation)  :cop (u_7 / be)  :xcomp (u_10 / improve  :mark (u_9 / to)  :obj (u_11 / condition)  :obj (u_15 / pathology  :compound (u_13 / ad  :punct (u_12 / LRB)  :punct (u_14 / RRB))))  :punct (u_16 / PERIOD)  :root-of (u_0 / root)))
